id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications	featureId
2961_sirius_7076	C9H16N2O17P4S2	[M + Na]+	C9H16N2O17P4S2	Carbohydrates	0.534509539604187	Nucleosides	0.1833210289478302	Pyrimidine nucleos(t)ides	0.0208677239716053	Monoalkyl phosphates	0.9371495842933655	Alkyl phosphates	0.8102884292602539	Phosphate esters	0.31298521161079407	Organic phosphoric acids and derivatives	0.9942452311515808	Organic acids and derivatives	0.9987278580665588	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Organic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Organic carbonic acids and derivatives; Organophosphorus compounds; Organic phosphoric acids and derivatives; Organothiophosphorus compounds; Monosaccharides; Secondary alcohols; Sulfenyl compounds; Alkyl phosphates; Monoalkyl phosphates; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	7076
2962_sirius_7077	C39H79N2O6P	[M + H]+	C39H79N2O6P	Fatty acids	0.9999555349349976	Sphingolipids	0.9999692440032959	Phosphosphingolipids	0.9822372794151306	Phosphosphingolipids	0.9998779296875			Phosphosphingolipids	0.9998779296875	Sphingolipids	0.9998065829277039	Lipids and lipid-like molecules	0.9970462918281555	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Organic phosphoric acids and derivatives; Phosphate esters; Carboxylic acid amides; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; N-acyl amines; Phosphocholines; Phosphoethanolamines; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Phosphosphingolipids; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	7077
2963_sirius_7084	C2H6N2OS	[M + K]+	C2H6N2OS	Amino acids and Peptides	0.6382067203521729	Small peptides	0.9593157172203064	Aminoacids	0.8519579768180847	Organonitrogen compounds	0.9985988736152649					Organonitrogen compounds	0.9985988736152649	Organic nitrogen compounds	1.0	Organic compounds; Organosulfur compounds; Organonitrogen compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	7084
2964_sirius_7085	C7H13N3O2	[M + Na]+	C7H13N3O2	Amino acids and Peptides	0.9458259344100952	Small peptides	0.8967318534851074	Dipeptides	0.5299596190452576	Alpha amino acid amides	0.7565335631370544	Amino acids and derivatives	0.9250302314758301	Amino acids, peptides, and analogues	0.927493691444397	Carboxylic acids and derivatives	0.9815511703491211	Organic acids and derivatives	0.9684836268424988	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Piperazines; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Nitriles; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organic cyanides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	7085
2966_sirius_7088	C2H8N4O4	[M + H]+	C2H8N4O4	Amino acids and Peptides	0.6044915914535522	Ornithine alkaloids	0.4229762852191925	Aminoacids	0.6207011342048645	Nitramines	0.7601978778839111	Nitramines	0.7601978778839111	Organic nitro compounds	0.2908983528614044	Allyl-type 1,3-dipolar organic compounds	0.3945101499557495	Organic 1,3-dipolar compounds	0.21897485852241516	Organic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monoalkylamines; Nitramines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	7088
2967_sirius_7089	C6H16N2	[M + H]+	C6H16N2	Alkaloids	0.9933797121047974	Ornithine alkaloids	0.9624151587486267	Polyamines	0.9423027634620667	Monoalkylamines	0.9787463545799255	Primary amines	0.9394158720970154	Amines	0.9982743263244629	Organonitrogen compounds	0.9999960660934448	Organic nitrogen compounds	0.9999998807907104	Organic compounds; Organonitrogen compounds; Monoalkylamines; Amines; Primary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	7089
2968_sirius_7090	C6H10NO8P3S3	[M + H]+	C6H10NO8P3S3	Alkaloids	0.2288283407688141	Nicotinic acid alkaloids	0.06958611309528351	Pyridine alkaloids	0.058454133570194244	Dithiophosphate S-esters	0.7686639428138733			Dithiophosphate S-esters	0.7686639428138733	Organic dithiophosphoric acids and derivatives	0.29084640741348267	Organic acids and derivatives	0.9961810111999512	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Organothiophosphorus compounds; Sulfenyl compounds; Dithiophosphate S-esters; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	7090
2969_sirius_7096	C10H5NO3P2S3	[M + H]+	C10H5NO3P2S3	Alkaloids	0.7285977602005005	Anthranilic acid alkaloids	0.6594544053077698	Phenazine alkaloids	0.46008816361427307	Benzenoids	0.997385561466217							Benzenoids	0.997385561466217	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Benzenoids; Organic dithiophosphoric acids and derivatives; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Dithiophosphate O-esters; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	7096
2970_sirius_7097	C13H10NO5P3S4	[M + H]+	C13H10NO5P3S4	Alkaloids	0.6429223418235779	Anthranilic acid alkaloids	0.04897957667708397	Quinazoline alkaloids	0.014795461669564247	Benzenoids	0.9967756867408752							Benzenoids	0.9967756867408752	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Organothiophosphorus compounds; Benzenoids; Sulfenyl compounds; Organic dithiophosphoric acids and derivatives; Dithiophosphate S-esters; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Dithiophosphate O-esters; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	7097
2971_sirius_7100	C6H7N3O2S	[M + K]+	C6H7N3O2S	Amino acids and Peptides	0.361381858587265	Small peptides	0.4677950143814087	Aminoacids	0.5330098271369934	Imidolactams	0.6501248478889465					Imidolactams	0.6501248478889465	Organoheterocyclic compounds	0.9907377362251282	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organonitrogen compounds; Azoles; Organic oxoazanium compounds; Imidolactams; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	7100
2974_sirius_7107	C7H17N3O2	[M + H]+	C7H17N3O2	Alkaloids	0.6233180165290833	Small peptides	0.3827790319919586	Aminoacids	0.3284527659416199	Monoalkylamines	0.6047395467758179	Primary amines	0.33434948325157166	Amines	0.7505038976669312	Organonitrogen compounds	0.999996542930603	Organic nitrogen compounds	1.0	Organic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monoalkylamines; Carbonyl compounds; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	7107
2975_sirius_7108	C5H11NO2	[M + K]+	C5H11NO2	Amino acids and Peptides	0.5677109360694885	Small peptides	0.5532041192054749	Aminoacids	0.5641656517982483	Carbamate esters	0.5713599324226379	Amino acids and derivatives	0.7787464261054993	Amino acids, peptides, and analogues	0.7769812345504761	Carboxylic acids and derivatives	0.7897253632545471	Organic acids and derivatives	0.8194052577018738	Organic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carbamate esters; Carbonyl compounds; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	7108
2976_sirius_7109	C9H5O7PS3	[M + Na]+	C9H5O7PS3	Shikimates and Phenylpropanoids	0.5121179223060608	Phenolic acids (C6-C1)	0.4359157681465149	Simple phenolic acids	0.08255887031555176	Benzenoids	0.9026774764060974							Benzenoids	0.9026774764060974	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Organooxygen compounds; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	7109
2977_sirius_7112	C6H5O5PS3	[M + Na]+	C6H5O5PS3	Fatty acids	0.5330075025558472	Fatty acyls	0.0755249410867691	Simple phenolic acids	0.021828429773449898	Heteroaromatic compounds	0.9186685681343079					Heteroaromatic compounds	0.9186685681343079	Organoheterocyclic compounds	0.9989981055259705	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Organic oxides; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	7112
2979_sirius_7123	C5H7N4O4	[M + K]+	C5H7N4O4	Alkaloids	0.6154202818870544	Small peptides	0.3413674831390381	Aminoacids	0.3327542841434479	Alpha amino acids and derivatives	0.6399842500686646	Amino acids and derivatives	0.5815231800079346	Amino acids, peptides, and analogues	0.5826820135116577	Carboxylic acids and derivatives	0.8111947774887085	Organic acids and derivatives	0.8858316540718079	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Organic nitro compounds; Carbonyl compounds; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	7123
2980_sirius_7124	C5H7N3O4PS4	[M + H]+	C5H7N3O4PS4	Amino acids and Peptides	0.7680331468582153	Small peptides	0.7101609110832214	Aminoacids	0.638027012348175	Thiadiazoles	0.5169128179550171			Thiadiazoles	0.5169128179550171	Azoles	0.8375836610794067	Organoheterocyclic compounds	0.9935817718505859	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Thiadiazoles; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Sulfenyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	7124
2981_sirius_7126	C4H5NO4P	[M + Na]+	C4H5NO4P	Shikimates and Phenylpropanoids	0.33952853083610535	Small peptides	0.41664570569992065	Aminoacids	0.2306300699710846	Organic phosphonic acids	0.6711930632591248			Organic phosphonic acids	0.6711930632591248	Organic phosphonic acids and derivatives	0.7460262179374695	Organic acids and derivatives	0.8792778849601746	Organic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organophosphorus compounds; Organic phosphonic acids and derivatives; Organic phosphonic acids; Organic cations; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	7126
2982_sirius_7127	C5H9N4O2S	[M + K]+	C5H9N4O2S	Alkaloids	0.8779819011688232	Pseudoalkaloids	0.493280291557312	Purine alkaloids	0.39762142300605774	Substituted imidazoles	0.5463877320289612	Substituted imidazoles	0.5463877320289612	Imidazoles	0.9194398522377014	Azoles	0.9996293783187866	Organoheterocyclic compounds	0.9999998807907104	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Imidazoles; Triazoles; Organonitrogen compounds; Azoles; Sulfones; Sulfonyls; Substituted imidazoles; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	7127
2983_sirius_7128	C4H12N3O4S	[M + K]+	C4H12N3O4S	Amino acids and Peptides	0.9930540919303894	Small peptides	0.9984074234962463	Aminoacids	0.98324054479599	Alpha amino acids	0.6198150515556335	Amino acids and derivatives	0.96101313829422	Amino acids, peptides, and analogues	0.9614735841751099	Carboxylic acids and derivatives	0.8391309976577759	Organic acids and derivatives	0.9963619112968445	Organic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	7128
2984_sirius_7129	C3H6N3O2S	[M + K]+	C3H6N3O2S	Alkaloids	0.5936238765716553	Small peptides	0.564525842666626	Aminoacids	0.38324159383773804	Thiadiazoles	0.7524453401565552			Thiadiazoles	0.7524453401565552	Azoles	0.8844612240791321	Organoheterocyclic compounds	0.9996490478515625	Organic compounds; Organoheterocyclic compounds; Thiadiazoles; Organic acids and derivatives; Organonitrogen compounds; Azoles; Sulfonyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	7129
2985_sirius_7133	C6H8NO3	[M + K]+	C6H8NO3	Amino acids and Peptides	0.4848233759403229	Nicotinic acid alkaloids	0.5748464465141296	Pyridine alkaloids	0.6103270053863525	Hydroxypyridines	0.6168363690376282			Hydroxypyridines	0.6168363690376282	Pyridines and derivatives	0.9175936579704285	Organoheterocyclic compounds	0.942482590675354	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dihydropyridines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Hydropyridines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Hydroxypyridines; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	7133
2986_sirius_7134	C2H3N3OS	[M + Na]+	C2H3N3OS	Alkaloids	0.8331568241119385	Pseudoalkaloids	0.6015838384628296	pteridine alkaloids	0.2610292136669159	Thiadiazoles	0.9533286690711975			Thiadiazoles	0.9533286690711975	Azoles	0.9688795804977417	Organoheterocyclic compounds	0.9995991587638855	Organic compounds; Organoheterocyclic compounds; Thiadiazoles; Organonitrogen compounds; Azoles; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	7134
2987_sirius_7137	C3H11N3O3P	[M + K]+	C3H11N3O3P	Amino acids and Peptides	0.8039202690124512	Small peptides	0.9128580093383789	Aminoacids	0.9105850458145142	Organic phosphoric acids and derivatives	0.9129382371902466					Organic phosphoric acids and derivatives	0.9129382371902466	Organic acids and derivatives	0.8062623739242554	Organic compounds; Organic acids and derivatives; Organonitrogen compounds; Organic phosphoric acids and derivatives; Monoalkylamines; Amines; Primary amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	7137
2989_sirius_7157	C3H4NO7P2S	[M + Na]+	C3H4NO7P2S	Alkaloids	0.20170164108276367	Small peptides	0.05803791433572769	Aminoacids	0.006217354908585548	Azacyclic compounds	0.9140693545341492					Azacyclic compounds	0.9140693545341492	Organoheterocyclic compounds	0.875349760055542	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	7157
2990_sirius_7166	C4H8N2O7S3	[M + K]+	C4H8N2O7S3	Amino acids and Peptides	0.9967280626296997	Small peptides	0.9921880960464478	Aminoacids	0.9536545872688293	Alpha amino acids	0.7596550583839417	Amino acids and derivatives	0.9950016140937805	Amino acids, peptides, and analogues	0.9943791031837463	Carboxylic acids and derivatives	0.9404586553573608	Organic acids and derivatives	0.9985563158988953	Organic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Carboxylic acids; Carbonyl compounds; Organic thiosulfuric acids and derivatives; Alpha amino acids; Amines; Primary amines; Organic disulfides; Sulfenyl compounds; Organic oxides; Hydrocarbon derivatives; Amino acids; Cysteine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	7166
2991_sirius_7168	C3H10N2O6P2Se	[M + Na]+	C3H10N2O6P2Se	Amino acids and Peptides	0.9573338031768799	Small peptides	0.9860969185829163	Aminoacids	0.9684386849403381	Alpha amino acids and derivatives	0.9682846069335938	Amino acids and derivatives	0.9879711270332336	Amino acids, peptides, and analogues	0.9884535670280457	Carboxylic acids and derivatives	0.7141808271408081	Organic acids and derivatives	0.9972248077392578	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organophosphorus compounds; Organic phosphoric acids and derivatives; Organometallic compounds; Monoalkylamines; Carboxylic acids; Organic phosphonic acids; Organometalloid compounds; Carbonyl compounds; Amines; Primary amines; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	7168
2992_sirius_7170	C7H3N	[M + H]+	C7H3N	Alkaloids	0.9258224964141846	Tryptophan alkaloids	0.2080327570438385	Simple indole alkaloids	0.2023290991783142	Benzonitriles	0.6073567867279053			Benzonitriles	0.6073567867279053	Benzene and substituted derivatives	0.14304332435131073	Benzenoids	0.8448933362960815	Organic compounds; Organonitrogen compounds; Nitriles; Benzonitriles; Benzenoids; Hydrocarbon derivatives; Organic cyanides; Organic nitrogen compounds; Chemical entities	7170
2993_sirius_7172	C2H9N2O4S	[M + K]+	C2H9N2O4S	Amino acids and Peptides	0.9327783584594727	Small peptides	0.9966726303100586	Aminoacids	0.9713973999023438	Organic sulfuric acids and derivatives	0.8879325985908508					Organic sulfuric acids and derivatives	0.8879325985908508	Organic acids and derivatives	0.9152112007141113	Organic compounds; Organic acids and derivatives; Organonitrogen compounds; Organic sulfuric acids and derivatives; Monoalkylamines; Amines; Primary amines; Alkanesulfinic acids and derivatives; Organic anions; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	7172
2995_sirius_7181	C4H14N2O2PS	[M + Na]+	C4H14N2O2PS	Amino acids and Peptides	0.7889658212661743	Small peptides	0.8995969295501709	Aminoacids	0.7280774116516113	Sulfuric acid diamides	0.8540740609169006			Sulfuric acid diamides	0.8540740609169006	Organic sulfuric acids and derivatives	0.7989802360534668	Organic acids and derivatives	0.935523509979248	Organic compounds; Organic acids and derivatives; Organonitrogen compounds; Organophosphorus compounds; Organic sulfuric acids and derivatives; Sulfuric acid diamides; Organothiophosphorus compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	7181
2996_sirius_7182	C5H7NO2P	[M + Na]+	C5H7NO2P	Amino acids and Peptides	0.47433099150657654	Small peptides	0.5027567744255066	Aminoacids	0.23928552865982056	Benzene and substituted derivatives	0.5943110585212708					Benzene and substituted derivatives	0.5943110585212708	Benzenoids	0.4185689091682434	Organic compounds; Organonitrogen compounds; Organophosphorus compounds; Benzene and substituted derivatives; Primary amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	7182
2998_sirius_7192	C7H7N3	[M + H]+	C7H7N3	Alkaloids	0.9987549781799316	Nicotinic acid alkaloids	0.402161568403244	Pyridine alkaloids	0.35895484685897827	Pyrazines	0.531714916229248			Pyrazines	0.531714916229248	Diazines	0.8503207564353943	Organoheterocyclic compounds	0.9995641112327576	Organic compounds; Organoheterocyclic compounds; Pyrazines; Organonitrogen compounds; Diazines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	7192
2999_sirius_7195	C3H10NO6P2	[M - H2O + H]+	C3H8NO5P2	Amino acids and Peptides	0.9653692841529846	Small peptides	0.9865765571594238	Aminoacids	0.9472925662994385	Organic phosphonic acids	0.7704594135284424			Organic phosphonic acids	0.7704594135284424	Organic phosphonic acids and derivatives	0.7632308602333069	Organic acids and derivatives	0.9974945783615112	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organophosphorus compounds; Organic phosphonic acids and derivatives; Organic phosphonic acids; Carbonyl compounds; Primary amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	7195
3000_sirius_7196	C4H6N2O9S2	[M + Na]+	C4H6N2O9S2	Amino acids and Peptides	0.9918827414512634	Small peptides	0.9271328449249268	Aminoacids	0.6956322193145752	Alpha amino acids and derivatives	0.9893434047698975	Amino acids and derivatives	0.9914267063140869	Amino acids, peptides, and analogues	0.9905977845191956	Carboxylic acids and derivatives	0.9704127907752991	Organic acids and derivatives	0.9999393224716187	Organic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Carboxylic acids; Carbonyl compounds; Organic thiosulfuric acids and derivatives; Amines; Primary amines; Sulfenyl compounds; S-alkyl thiosulfates; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	7196
3002_sirius_7203	C4H9N2O3P2	[M + Na]+	C4H9N2O3P2	Amino acids and Peptides	0.6629837155342102	Small peptides	0.7794659733772278	Aminoacids	0.44159817695617676	Organic phosphoric acids and derivatives	0.6004355549812317					Organic phosphoric acids and derivatives	0.6004355549812317	Organic acids and derivatives	0.4311341345310211	Organic compounds; Organonitrogen compounds; Organooxygen compounds; Nitriles; Organic phosphoric acids and derivatives; Organic oxides; Hydrocarbon derivatives; Organic cyanides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	7203
3003_sirius_7205	C5H8NO3P	[M + K]+	C5H8NO3P	Amino acids and Peptides	0.6785047650337219	Small peptides	0.5596036314964294	Aminoacids	0.17264558374881744	Nitriles	0.9866417646408081	Nitriles	0.9866417646408081	Organic cyanides	0.9947918057441711	Organonitrogen compounds	0.9998113512992859	Organic nitrogen compounds	0.9999940395355225	Organic compounds; Organonitrogen compounds; Organooxygen compounds; Nitriles; Organophosphorus compounds; Organic oxides; Hydrocarbon derivatives; Organic cyanides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	7205
3004_sirius_7208	CH7O6P2	[M - H4O2 + H]+	CH3O4P2	Fatty acids	0.584524393081665	Small peptides	0.42972180247306824	Aminoacids	0.12027431279420853	Organic phosphonic acids	0.9939402341842651			Organic phosphonic acids	0.9939402341842651	Organic phosphonic acids and derivatives	0.9961007833480835	Organic acids and derivatives	0.9993700385093689	Organic compounds; Organic acids and derivatives; Organophosphorus compounds; Organic phosphonic acids and derivatives; Organic phosphonic acids; Organic anions; Organic salts; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Chemical entities	7208
3005_sirius_7213	C3H10N2O7	[M - H4O2 + H]+	C3H6N2O5	Amino acids and Peptides	0.23982849717140198	Small peptides	0.21428757905960083	Aminoacids	0.40332505106925964	Alkanolamines	0.8155982494354248	Alkanolamines	0.8155982494354248	Amines	0.9708105325698853	Organonitrogen compounds	0.9980962872505188	Organic nitrogen compounds	0.9999998807907104	Organic compounds; Alcohols and polyols; N-organohydroxylamines; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Amines; Primary amines; Alkanolamines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	7213
3006_sirius_7215	C6H4NO4S4	[M + Na]+	C6H4NO4S4	Amino acids and Peptides	0.38415029644966125	Small peptides	0.40617358684539795	Aminoacids	0.207153782248497	Organosulfonamides	0.5375996232032776	Organosulfonamides	0.5375996232032776	Organosulfonic acids and derivatives	0.7722862362861633	Organic sulfonic acids and derivatives	0.7762196660041809	Organic acids and derivatives	0.9870144128799438	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organosulfonic acids and derivatives; Organooxygen compounds; Sulfonyls; Organosulfonamides; Carbonyl compounds; Aminosulfonyl compounds; Organic oxides; Heteroaromatic compounds; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	7215
3007_sirius_7219	C4H14NO2P3	[M + Na]+	C4H14NO2P3	Amino acids and Peptides	0.4878280460834503	Small peptides	0.7775327563285828	Aminoacids	0.3836117684841156	Organonitrogen compounds	0.856207013130188					Organonitrogen compounds	0.856207013130188	Organic nitrogen compounds	0.999072790145874	Organic compounds; Organic acids and derivatives; Organonitrogen compounds; Organophosphorus compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	7219
3008_sirius_7220	C4H7N2O5S	[M + H]+	C4H7N2O5S	Amino acids and Peptides	0.7625219225883484	Small peptides	0.7847821116447449	Aminoacids	0.6437526941299438	Alkanesulfonic acids	0.7047500014305115	Alkanesulfonic acids and derivatives	0.7637054324150085	Organosulfonic acids and derivatives	0.6102994680404663	Organic sulfonic acids and derivatives	0.5979475975036621	Organic acids and derivatives	0.9783621430397034	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Sulfonyls; Organosulfonic acids; Carbonyl compounds; Alkanesulfonic acids and derivatives; Alkanesulfonic acids; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	7220
