bitscore,evalue,gapopen,identification,length,mismatch,pident,qend,qlen,qseqid,qstart,qtitle,send,slen,sseqid,sstart,stitle
25.0,6.03e-05,0,363131292,15,5,66.7,144,151,A00953:711:H3W2YDSX7:4:2450:3396:4679,100,A00953:711:H3W2YDSX7:4:2450:3396:4679,27,374,WP_003492354.1,13,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363131292,21,9,57.1,78,151,A00953:711:H3W2YDSX7:4:2572:20726:32597,16,A00953:711:H3W2YDSX7:4:2572:20726:32597,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
24.3,0.000109,0,363141770,20,8,60.0,141,149,A00953:711:H3W2YDSX7:4:1113:9444:32972,82,A00953:711:H3W2YDSX7:4:1113:9444:32972,99,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,4.61e-05,0,363141770,21,9,57.1,23,133,A00953:711:H3W2YDSX7:4:1253:29966:8077,85,A00953:711:H3W2YDSX7:4:1253:29966:8077,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,5.05e-05,0,363141770,22,10,54.5,1,140,A00953:711:H3W2YDSX7:4:1255:17255:32158,66,A00953:711:H3W2YDSX7:4:1255:17255:32158,101,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
24.3,0.000114,0,363141770,20,8,60.0,148,151,A00953:711:H3W2YDSX7:4:1434:18376:23610,89,A00953:711:H3W2YDSX7:4:1434:18376:23610,99,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
24.3,0.000114,0,363141770,20,8,60.0,148,151,A00953:711:H3W2YDSX7:4:1434:19054:25003,89,A00953:711:H3W2YDSX7:4:1434:19054:25003,99,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
24.3,0.000114,0,363141770,20,8,60.0,7,151,A00953:711:H3W2YDSX7:4:2260:6677:23735,66,A00953:711:H3W2YDSX7:4:2260:6677:23735,99,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,5.77e-05,0,363141770,21,9,57.1,69,151,A00953:711:H3W2YDSX7:4:2433:2871:2581,131,A00953:711:H3W2YDSX7:4:2433:2871:2581,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.4,4.19e-05,0,363141770,21,9,57.1,140,151,A00953:711:H3W2YDSX7:4:2477:25310:16235,78,A00953:711:H3W2YDSX7:4:2477:25310:16235,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,4.61e-05,0,363141770,21,9,57.1,94,134,A00953:711:H3W2YDSX7:4:2549:4978:21543,32,A00953:711:H3W2YDSX7:4:2549:4978:21543,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
24.3,0.000109,0,363141770,20,8,60.0,9,149,A00953:711:H3W2YDSX7:4:1113:9444:32972,68,A00953:711:H3W2YDSX7:4:1113:9444:32972,99,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,4.61e-05,0,363141770,21,9,57.1,111,133,A00953:711:H3W2YDSX7:4:1253:29966:8077,49,A00953:711:H3W2YDSX7:4:1253:29966:8077,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,5.05e-05,0,363141770,22,10,54.5,140,140,A00953:711:H3W2YDSX7:4:1255:17255:32158,75,A00953:711:H3W2YDSX7:4:1255:17255:32158,101,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,5.77e-05,0,363141770,21,9,57.1,69,151,A00953:711:H3W2YDSX7:4:1434:18376:23610,131,A00953:711:H3W2YDSX7:4:1434:18376:23610,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,5.77e-05,0,363141770,21,9,57.1,69,151,A00953:711:H3W2YDSX7:4:1434:19054:25003,131,A00953:711:H3W2YDSX7:4:1434:19054:25003,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,5.77e-05,0,363141770,21,9,57.1,110,151,A00953:711:H3W2YDSX7:4:2248:26087:12446,48,A00953:711:H3W2YDSX7:4:2248:26087:12446,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363141770,21,9,57.1,49,151,A00953:711:H3W2YDSX7:4:2271:7907:21699,111,A00953:711:H3W2YDSX7:4:2271:7907:21699,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,4.61e-05,0,363141770,21,9,57.1,41,134,A00953:711:H3W2YDSX7:4:2549:4978:21543,103,A00953:711:H3W2YDSX7:4:2549:4978:21543,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.4,4.38e-05,0,363132147,21,9,57.1,80,151,A00953:711:H3W2YDSX7:4:1148:25563:30827,142,A00953:711:H3W2YDSX7:4:1148:25563:30827,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.4,4.38e-05,0,363132147,21,9,57.1,91,151,A00953:711:H3W2YDSX7:4:1638:11659:29418,29,A00953:711:H3W2YDSX7:4:1638:11659:29418,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,5.77e-05,0,363132147,21,9,57.1,21,151,A00953:711:H3W2YDSX7:4:2150:8712:32456,83,A00953:711:H3W2YDSX7:4:2150:8712:32456,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363132147,21,9,57.1,94,151,A00953:711:H3W2YDSX7:4:2266:21793:24862,32,A00953:711:H3W2YDSX7:4:2266:21793:24862,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.4,4.38e-05,0,363132147,21,9,57.1,87,151,A00953:711:H3W2YDSX7:4:2562:11595:31657,25,A00953:711:H3W2YDSX7:4:2562:11595:31657,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.4,4.38e-05,0,363132147,21,9,57.1,87,151,A00953:711:H3W2YDSX7:4:2562:11469:32972,25,A00953:711:H3W2YDSX7:4:2562:11469:32972,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
24.3,0.000114,0,363132147,20,8,60.0,148,151,A00953:711:H3W2YDSX7:4:1341:22155:17409,89,A00953:711:H3W2YDSX7:4:1341:22155:17409,99,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
53.9,2.82e-15,0,363132195,33,12,63.6,11,143,A00953:711:H3W2YDSX7:4:1107:9715:10864,109,A00953:711:H3W2YDSX7:4:1107:9715:10864,62,374,WP_003492354.1,30,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.4,4.38e-05,0,363132195,21,9,57.1,91,151,A00953:711:H3W2YDSX7:4:1128:7111:23703,29,A00953:711:H3W2YDSX7:4:1128:7111:23703,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363132195,21,9,57.1,138,151,A00953:711:H3W2YDSX7:4:1150:16740:27790,76,A00953:711:H3W2YDSX7:4:1150:16740:27790,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363132195,21,9,57.1,76,151,A00953:711:H3W2YDSX7:4:1463:10257:32816,14,A00953:711:H3W2YDSX7:4:1463:10257:32816,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363132195,21,9,57.1,71,151,A00953:711:H3W2YDSX7:4:1652:4860:11537,133,A00953:711:H3W2YDSX7:4:1652:4860:11537,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.4,4.38e-05,0,363132195,21,9,57.1,91,151,A00953:711:H3W2YDSX7:4:2128:4589:16360,29,A00953:711:H3W2YDSX7:4:2128:4589:16360,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
24.6,3.69e-05,0,363132195,21,9,57.1,13,100,A00953:711:H3W2YDSX7:4:2523:31873:1892,75,A00953:711:H3W2YDSX7:4:2523:31873:1892,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363132195,21,9,57.1,117,151,A00953:711:H3W2YDSX7:4:2653:13702:25254,55,A00953:711:H3W2YDSX7:4:2653:13702:25254,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.8,3.18e-05,0,363132195,21,9,57.1,127,151,A00953:711:H3W2YDSX7:4:1107:18719:13213,65,A00953:711:H3W2YDSX7:4:1107:18719:13213,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
26.6,1.61e-05,0,363132195,21,9,57.1,84,151,A00953:711:H3W2YDSX7:4:1150:16740:27790,146,A00953:711:H3W2YDSX7:4:1150:16740:27790,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363132195,21,9,57.1,7,151,A00953:711:H3W2YDSX7:4:1169:3595:14951,69,A00953:711:H3W2YDSX7:4:1169:3595:14951,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363132195,21,9,57.1,76,151,A00953:711:H3W2YDSX7:4:1233:21603:36495,14,A00953:711:H3W2YDSX7:4:1233:21603:36495,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363132195,21,9,57.1,133,151,A00953:711:H3W2YDSX7:4:1430:8142:31908,71,A00953:711:H3W2YDSX7:4:1430:8142:31908,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,5.77e-05,0,363132195,21,9,57.1,143,151,A00953:711:H3W2YDSX7:4:1523:24334:10567,81,A00953:711:H3W2YDSX7:4:1523:24334:10567,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
41.2,1.01e-10,0,363132195,33,16,51.5,103,151,A00953:711:H3W2YDSX7:4:1577:10520:32456,5,A00953:711:H3W2YDSX7:4:1577:10520:32456,374,374,WP_003492354.1,342,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
26.2,1.03e-05,0,363132195,21,9,57.1,88,100,A00953:711:H3W2YDSX7:4:2523:31873:1892,26,A00953:711:H3W2YDSX7:4:2523:31873:1892,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
41.6,7.09e-11,0,363132195,41,19,53.7,3,151,A00953:711:H3W2YDSX7:4:2619:14841:17018,125,A00953:711:H3W2YDSX7:4:2619:14841:17018,167,374,WP_003492354.1,127,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
47.4,3.9e-13,0,363131330,35,12,65.7,10,114,A00953:711:H3W2YDSX7:4:1212:1561:15843,114,A00953:711:H3W2YDSX7:4:1212:1561:15843,276,374,WP_003492354.1,242,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,3.46e-05,0,363131330,21,9,57.1,112,117,A00953:711:H3W2YDSX7:4:1309:30228:35149,50,A00953:711:H3W2YDSX7:4:1309:30228:35149,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
65.1,3.51e-19,0,363131330,48,22,54.2,150,151,A00953:711:H3W2YDSX7:4:2269:1443:18865,7,A00953:711:H3W2YDSX7:4:2269:1443:18865,354,374,WP_003492354.1,307,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,5.77e-05,0,363131330,21,9,57.1,42,151,A00953:711:H3W2YDSX7:4:2274:1967:13604,104,A00953:711:H3W2YDSX7:4:2274:1967:13604,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
43.5,1.47e-11,0,363131330,32,12,62.5,104,151,A00953:711:H3W2YDSX7:4:1212:1561:15843,9,A00953:711:H3W2YDSX7:4:1212:1561:15843,276,374,WP_003492354.1,245,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,3.46e-05,0,363131330,21,9,57.1,6,117,A00953:711:H3W2YDSX7:4:1309:30228:35149,68,A00953:711:H3W2YDSX7:4:1309:30228:35149,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
51.2,2.89e-14,1,363131330,50,20,58.0,150,151,A00953:711:H3W2YDSX7:4:1372:16929:34319,1,A00953:711:H3W2YDSX7:4:1372:16929:34319,289,374,WP_003492354.1,241,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
60.1,2.11e-17,0,363131330,50,24,52.0,2,151,A00953:711:H3W2YDSX7:4:1415:22435:10191,151,A00953:711:H3W2YDSX7:4:1415:22435:10191,271,374,WP_003492354.1,222,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
64.7,4.61e-19,0,363131330,48,22,54.2,6,151,A00953:711:H3W2YDSX7:4:2269:1443:18865,149,A00953:711:H3W2YDSX7:4:2269:1443:18865,354,374,WP_003492354.1,307,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
50.4,5.41e-14,0,363131330,42,21,50.0,22,151,A00953:711:H3W2YDSX7:4:2513:1714:18082,147,A00953:711:H3W2YDSX7:4:2513:1714:18082,374,374,WP_003492354.1,333,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,5.77e-05,0,363132210,21,9,57.1,107,151,A00953:711:H3W2YDSX7:4:1148:27001:24549,45,A00953:711:H3W2YDSX7:4:1148:27001:24549,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363132210,21,9,57.1,78,151,A00953:711:H3W2YDSX7:4:1274:21793:10457,16,A00953:711:H3W2YDSX7:4:1274:21793:10457,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,5.77e-05,0,363132210,21,9,57.1,77,151,A00953:711:H3W2YDSX7:4:1327:7934:29105,15,A00953:711:H3W2YDSX7:4:1327:7934:29105,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.4,4.19e-05,0,363132210,21,9,57.1,54,151,A00953:711:H3W2YDSX7:4:1344:12626:22514,116,A00953:711:H3W2YDSX7:4:1344:12626:22514,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363132210,21,9,57.1,129,151,A00953:711:H3W2YDSX7:4:1378:11424:11945,67,A00953:711:H3W2YDSX7:4:1378:11424:11945,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,5.77e-05,0,363132210,21,9,57.1,95,151,A00953:711:H3W2YDSX7:4:1601:12418:5212,33,A00953:711:H3W2YDSX7:4:1601:12418:5212,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363132210,21,9,57.1,114,151,A00953:711:H3W2YDSX7:4:1624:23692:12367,52,A00953:711:H3W2YDSX7:4:1624:23692:12367,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363132210,21,9,57.1,138,151,A00953:711:H3W2YDSX7:4:1657:26494:8108,76,A00953:711:H3W2YDSX7:4:1657:26494:8108,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,5.77e-05,0,363132210,21,9,57.1,69,151,A00953:711:H3W2YDSX7:4:2317:13358:27226,131,A00953:711:H3W2YDSX7:4:2317:13358:27226,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363132210,21,9,57.1,136,151,A00953:711:H3W2YDSX7:4:2362:19126:7842,74,A00953:711:H3W2YDSX7:4:2362:19126:7842,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
26.6,1.68e-05,0,363132210,21,9,57.1,85,151,A00953:711:H3W2YDSX7:4:2473:9136:7263,147,A00953:711:H3W2YDSX7:4:2473:9136:7263,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363132210,21,9,57.1,105,151,A00953:711:H3W2YDSX7:4:2526:4128:4131,43,A00953:711:H3W2YDSX7:4:2526:4128:4131,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.4,4.38e-05,0,363132210,21,9,57.1,64,151,A00953:711:H3W2YDSX7:4:2531:27344:25520,126,A00953:711:H3W2YDSX7:4:2531:27344:25520,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363132210,21,9,57.1,124,151,A00953:711:H3W2YDSX7:4:2537:30535:32925,62,A00953:711:H3W2YDSX7:4:2537:30535:32925,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,5.77e-05,0,363132210,21,9,57.1,137,151,A00953:711:H3W2YDSX7:4:1344:12626:22514,75,A00953:711:H3W2YDSX7:4:1344:12626:22514,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
26.6,1.61e-05,0,363132210,21,9,57.1,84,151,A00953:711:H3W2YDSX7:4:1378:11424:11945,146,A00953:711:H3W2YDSX7:4:1378:11424:11945,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.4,4.19e-05,0,363132210,21,9,57.1,54,151,A00953:711:H3W2YDSX7:4:1421:20916:3427,116,A00953:711:H3W2YDSX7:4:1421:20916:3427,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363132210,21,9,57.1,117,151,A00953:711:H3W2YDSX7:4:1619:20401:15687,55,A00953:711:H3W2YDSX7:4:1619:20401:15687,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363132210,21,9,57.1,41,151,A00953:711:H3W2YDSX7:4:1624:23692:12367,103,A00953:711:H3W2YDSX7:4:1624:23692:12367,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,5.77e-05,0,363132210,21,9,57.1,140,151,A00953:711:H3W2YDSX7:4:2148:8829:26334,78,A00953:711:H3W2YDSX7:4:2148:8829:26334,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
24.3,0.000109,0,363132210,20,8,60.0,143,151,A00953:711:H3W2YDSX7:4:2149:29288:32863,84,A00953:711:H3W2YDSX7:4:2149:29288:32863,99,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,5.77e-05,0,363132210,21,9,57.1,9,151,A00953:711:H3W2YDSX7:4:2175:4915:24189,71,A00953:711:H3W2YDSX7:4:2175:4915:24189,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363132210,21,9,57.1,100,151,A00953:711:H3W2YDSX7:4:2256:28411:15468,38,A00953:711:H3W2YDSX7:4:2256:28411:15468,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363132210,21,9,57.1,129,151,A00953:711:H3W2YDSX7:4:2328:18276:19711,67,A00953:711:H3W2YDSX7:4:2328:18276:19711,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,5.77e-05,0,363132210,21,9,57.1,122,151,A00953:711:H3W2YDSX7:4:2473:9136:7263,60,A00953:711:H3W2YDSX7:4:2473:9136:7263,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
24.3,0.000114,0,363132210,21,10,52.4,46,151,A00953:711:H3W2YDSX7:4:2537:30535:32925,108,A00953:711:H3W2YDSX7:4:2537:30535:32925,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.4,4.38e-05,0,363132210,21,9,57.1,50,151,A00953:711:H3W2YDSX7:4:2545:5321:21010,112,A00953:711:H3W2YDSX7:4:2545:5321:21010,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,5.77e-05,0,363132075,21,9,57.1,137,151,A00953:711:H3W2YDSX7:4:1109:32606:9236,75,A00953:711:H3W2YDSX7:4:1109:32606:9236,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
60.1,2.02e-17,1,363132075,48,20,56.3,149,151,A00953:711:H3W2YDSX7:4:1241:1208:30984,6,A00953:711:H3W2YDSX7:4:1241:1208:30984,76,374,WP_003492354.1,30,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
27.3,8.89e-06,0,363132075,20,7,65.0,141,151,A00953:711:H3W2YDSX7:4:1450:4526:10708,82,A00953:711:H3W2YDSX7:4:1450:4526:10708,99,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
45.8,1.25e-12,0,363132075,36,16,55.6,108,110,A00953:711:H3W2YDSX7:4:1506:8160:30311,1,A00953:711:H3W2YDSX7:4:1506:8160:30311,268,374,WP_003492354.1,233,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363132075,21,9,57.1,41,151,A00953:711:H3W2YDSX7:4:1542:19506:5838,103,A00953:711:H3W2YDSX7:4:1542:19506:5838,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
47.4,6.66e-13,0,363132075,45,21,53.3,1,151,A00953:711:H3W2YDSX7:4:2227:7898:11036,135,A00953:711:H3W2YDSX7:4:2227:7898:11036,171,374,WP_003492354.1,127,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
52.8,8.24e-15,1,363132075,49,23,51.0,151,151,A00953:711:H3W2YDSX7:4:2267:2465:18192,5,A00953:711:H3W2YDSX7:4:2267:2465:18192,303,374,WP_003492354.1,256,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
43.9,5.19e-12,0,363132075,31,14,54.8,95,102,A00953:711:H3W2YDSX7:4:2271:12834:14763,3,A00953:711:H3W2YDSX7:4:2271:12834:14763,339,374,WP_003492354.1,309,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.4,3.35e-05,0,363132075,21,9,57.1,64,133,A00953:711:H3W2YDSX7:4:2408:11785:20400,2,A00953:711:H3W2YDSX7:4:2408:11785:20400,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
35.8,6.7e-09,0,363132075,37,18,51.4,131,138,A00953:711:H3W2YDSX7:4:2446:7708:9142,21,A00953:711:H3W2YDSX7:4:2446:7708:9142,163,374,WP_003492354.1,127,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
26.6,1.68e-05,0,363132075,21,9,57.1,86,151,A00953:711:H3W2YDSX7:4:2547:9281:15687,148,A00953:711:H3W2YDSX7:4:2547:9281:15687,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.4,1.85e-05,0,363132075,21,9,57.1,95,100,A00953:711:H3W2YDSX7:4:2655:4273:12868,33,A00953:711:H3W2YDSX7:4:2655:4273:12868,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
26.9,1.22e-05,0,363132075,21,9,57.1,64,151,A00953:711:H3W2YDSX7:4:1109:31946:9502,126,A00953:711:H3W2YDSX7:4:1109:31946:9502,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363132075,21,9,57.1,114,151,A00953:711:H3W2YDSX7:4:1352:8865:23641,52,A00953:711:H3W2YDSX7:4:1352:8865:23641,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
