#OTU ID	14748.MOUSE34.CAGE16.FSPFB6.S15	14748.MOUSE10.CAGE3.FSPF3XTG.S15	14748.MOUSE17.CAGE1.FSPF3XTG.S15	14748.MOUSE13.CAGE6.FSPFB6.S15	14748.MOUSE14.CAGE6.FSPFB6.S15	14748.MOUSE33.CAGE12.FSPF3XTG.S15	14748.MOUSE9.CAGE3.FSPF3XTG.S15	14748.MOUSE35.CAGE16.FSPFB6.S15	14748.MOUSE50.CAGE50.FSPF3XTG.S7	14748.MOUSE56.CAGE53.FSPF3XTG.S7	14748.MOUSE53.CAGE50.FSPF3XTG.S7	14748.MOUSE58.CAGE53.FSPF3XTG.S7	14748.MOUSE19.CAGE2.FSPF3XTG.S15	14748.MOUSE51.CAGE50.FSPF3XTG.S7	14748.MOUSE59.CAGE54.FSPFB6.S7	14748.MOUSE60.CAGE54.FSPFB6.S7	14748.MOUSE89.CAGE22.FSPF3XTG.S12	14748.MOUSE32.CAGE12.FSPF3XTG.S15	14748.MOUSE87.CAGE21.FSPF3XTG.S12	14748.MOUSE11.CAGE6.FSPFB6.S15	14748.MOUSE18.CAGE1.FSPF3XTG.S15	14748.MOUSE54.CAGE50.FSPF3XTG.S7	14748.MOUSE106.CAGE70.MSPF3XTG.S7	14748.MOUSE117.CAGE62.FSPF3XTG.S7	14748.MOUSE55.CAGE53.FSPF3XTG.S7	14748.MOUSE116.CAGE62.FSPF3XTG.S7	14748.MOUSE105.CAGE69.MSPF3XTG.S7	14748.MOUSE72.CAGE20.FSPF3XTG.S12	14748.MOUSE126.CAGE40.MSPF3XTG.S12	14748.MOUSE90.CAGE22.FSPF3XTG.S12	14748.MOUSE79.CAGE27.FSPFB6.S12	14748.MOUSE77.CAGE27.FSPFB6.S12	14748.MOUSE88.CAGE21.FSPF3XTG.S12	14748.MOUSE61.CAGE54.FSPFB6.S7	14748.MOUSE102.CAGE68.MSPF3XTG.S7	14748.MOUSE104.CAGE69.MSPF3XTG.S7	14748.MOUSE78.CAGE27.FSPFB6.S12	14748.MOUSE113.CAGE74.MSPFB6.S7	14748.MOUSE110.CAGE74.MSPFB6.S7	14748.MOUSE80.CAGE27.FSPFB6.S12	14748.MOUSE81.CAGE27.FSPFB6.S12	14748.MOUSE137.CAGE46.MSPFB6.S12	14748.MOUSE103.CAGE68.MSPF3XTG.S7	14748.MOUSE134.CAGE45.MSPFB6.S12	14748.MOUSE111.CAGE74.MSPFB6.S7	14748.MOUSE115.CAGE62.FSPF3XTG.S7	14748.MOUSE132.CAGE42.MSPF3XTG.S12	14748.MOUSE130.CAGE41.MSPF3XTG.S12	14748.MOUSE143.CAGE66.FSPFB6.S12	14748.MOUSE144.CAGE66.FSPFB6.S12	14748.MOUSE84.CAGE20.FSPF3XTG.S12	14748.MOUSE145.CAGE66.FSPFB6.S12	14748.MOUSE138.CAGE46.MSPFB6.S12	14748.MOUSE36.CAGE16.FSPFB6.S15	14748.MOUSE16.CAGE7.FSPFB6.S15	14748.MOUSE12.CAGE6.FSPFB6.S15	14748.MOUSE108.CAGE73.MSPFB6.S7	14748.MOUSE128.CAGE41.MSPF3XTG.S12	14748.MOUSE127.CAGE40.MSPF3XTG.S12	14748.MOUSE52.CAGE50.FSPF3XTG.S7	14748.MOUSE15.CAGE7.FSPFB6.S15	14748.MOUSE85.CAGE20.FSPF3XTG.S12	14748.MOUSE139.CAGE46.MSPFB6.S12	14748.MOUSE107.CAGE70.MSPF3XTG.S7	14748.MOUSE129.CAGE41.MSPF3XTG.S12	14748.MOUSE109.CAGE73.MSPFB6.S7	14748.MOUSE141.CAGE47.MSPFB6.S12	14748.MOUSE140.CAGE47.MSPFB6.S12	14748.MOUSE86.CAGE21.FSPF3XTG.S12	14748.MOUSE112.CAGE74.MSPFB6.S7	14748.MOUSE114.CAGE74.MSPFB6.S7	14748.MOUSE135.CAGE45.MSPFB6.S12	14748.MOUSE136.CAGE45.MSPFB6.S12	14748.MOUSE133.CAGE42.MSPF3XTG.S12	14748.MOUSE131.CAGE42.MSPF3XTG.S12
"K13327 -  spnN, oleW; dTDP-3,4-didehydro-2,6-dideoxy-alpha-D-glucose 3-reductase [EC:1.1.1.384]"	0	0	4	5	2	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	5	0	8	2	0	0	1	0	0	0	0	4	0	0	0	0	0	3
K13378 -  nuoCD; NADH-quinone oxidoreductase subunit C/D [EC:7.1.1.2]	95	660	1247	1025	1242	181	1338	134	269	690	1329	861	86	748	849	1283	1487	0	1820	866	782	1231	0	86	3589	731	929	1451	2498	60	525	1362	832	2037	2252	136	325	740	1131	468	495	0	469	876	453	1425	532	0	0	1189	216	1181	1511	401	956	1035	754	569	1193	919	2017	1008	1766	2454	3	425	708	1209	295	676	997	964	819	2742	1678
K13381 -  chiA; bifunctional chitinase/lysozyme [EC:3.2.1.14 3.2.1.17]	0	0	0	0	0	164	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	12	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	96
"K13444 -  SUMF1, FGE; formylglycine-generating enzyme [EC:1.8.3.7]"	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"K13479 -  ygeT, xdhB; xanthine dehydrogenase FAD-binding subunit [EC:1.17.1.4]"	1	0	1	0	4	88	0	0	0	0	0	2	0	0	4	6	0	0	2	2	4	0	0	0	3	0	32	0	0	0	2	0	0	2	7	0	0	2	0	0	1	0	2	0	1	0	9	0	0	0	0	1	29	0	0	0	0	2	5	2	0	0	0	0	0	0	2	0	2	0	5	0	2	0	20
"K13480 -  ygeU, xdhC; xanthine dehydrogenase iron-sulfur-binding subunit"	0	0	0	0	0	35	0	0	0	2	0	11	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	2	11	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	13
K13481 -  xdhA; xanthine dehydrogenase small subunit [EC:1.17.1.4]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K13497 -  trpGD; anthranilate synthase/phosphoribosyltransferase [EC:4.1.3.27 2.4.2.18]	0	2	0	10	19	72	10	2	0	0	0	12	0	2	33	11	0	0	0	2	0	45	0	0	11	0	8	0	4	0	17	50	4	58	4	20	24	0	0	256	454	0	14	19	0	1	95	0	0	34	0	190	47	0	0	0	9	4	0	0	17	24	45	0	0	0	41	47	214	0	0	12	19	4	247
K13498 -  trpCF; indole-3-glycerol phosphate synthase / phosphoribosylanthranilate isomerase [EC:4.1.1.48 5.3.1.24]	0	0	0	0	0	58	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
K13527 -  mpa; proteasome-associated ATPase	0	0	0	8	15	0	0	0	0	0	0	0	0	0	0	4	0	0	6	3	0	0	0	0	8	0	0	11	0	0	2	25	0	1	2	0	5	19	9	12	37	0	0	0	303	0	74	0	0	0	0	10	70	0	0	0	7	6	3	0	0	4	4	29	8	2	96	34	23	5	15	2	0	1	1162
"K13529 -  ada-alkA; AraC family transcriptional regulator, regulatory protein of adaptative response / DNA-3-methyladenine glycosylase II [EC:3.2.2.21]"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
"K13530 -  adaA; AraC family transcriptional regulator, regulatory protein of adaptative response / methylphosphotriester-DNA alkyltransferase methyltransferase [EC:2.1.1.-]"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
K13531 -  adaB; methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
"K13532 -  kinD; two-component system, sporulation sensor kinase D [EC:2.7.13.3]"	61	275	839	677	575	33	609	88	165	338	830	505	37	311	446	672	536	0	821	376	610	611	0	40	1413	427	663	832	1336	24	210	446	358	1148	668	95	108	271	417	179	308	0	279	762	448	799	286	0	0	511	129	885	940	241	456	489	434	499	523	385	986	597	1000	1363	3	229	811	802	44	312	420	877	572	1858	503
K13541 -  cbiGH-cobJ; cobalt-precorrin 5A hydrolase / cobalt-factor III methyltransferase / precorrin-3B C17-methyltransferase [EC:3.7.1.12 2.1.1.272 2.1.1.131]	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K13542 -  cobA-hemD; uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75]	0	3	35	71	44	30	20	7	0	12	0	362	0	4	72	34	4	0	0	14	148	12	0	1	47	2	8	0	2	0	32	86	16	123	0	3	81	6	5	441	790	0	39	67	13	0	424	0	0	39	39	236	42	4	2	8	5	19	13	2	41	10	102	6	2	8	76	89	110	8	2	23	244	11	567
K13543 -  hemDX; uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
"K13566 -  NIT2, yafV; omega-amidase [EC:3.5.1.3]"	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	42	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
K13570 -  pup; prokaryotic ubiquitin-like protein Pup	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	2	2	0	0	0	34	0	10	0	0	0	0	0	6	0	0	0	3	0	0	0	0	0	0	4	0	0	12	6	5	1	3	0	0	0	132
K13571 -  pafA; proteasome accessory factor A [EC:6.3.1.19]	0	0	0	19	13	0	0	0	0	0	0	0	0	0	2	18	0	0	14	4	0	0	0	0	15	0	0	14	0	0	2	16	2	6	4	0	0	26	11	25	43	0	2	0	431	0	89	0	0	0	0	15	71	0	0	0	29	2	1	0	0	14	0	45	4	4	148	59	31	4	21	0	0	0	1660
K13574 -  hcxB; hydroxycarboxylate dehydrogenase B [EC:1.1.1.237 1.1.1.-]	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	41
"K13587 -  cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	2	0	0	0	5	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0
"K13598 -  ntrY; two-component system, NtrC family, nitrogen regulation sensor histidine kinase NtrY [EC:2.7.13.3]"	0	45	14	21	6	74	60	0	23	14	26	36	0	16	2	19	123	0	182	10	28	71	0	3	120	36	93	111	173	9	62	28	255	47	257	58	0	24	30	5	8	0	195	5	47	57	373	0	0	29	83	31	63	12	8	18	24	69	42	13	12	124	16	215	0	34	24	26	18	8	6	4	2	88	1103
"K13599 -  ntrX; two-component system, NtrC family, nitrogen regulation response regulator NtrX"	0	4	3	0	0	0	6	0	0	0	6	0	0	12	0	0	2	0	0	0	24	14	0	0	1	2	0	0	11	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	7	188	0	0	0	4	0	0	0	6	0	0	0	8	0	22	3	0	2	0	0	0	0	4	0	0	0	0	7	285
"K13609 -  dpkA, lhpD; delta1-piperideine-2-carboxylate reductase [EC:1.5.1.21]"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
K13620 -  wcaD; putative colanic acid polymerase	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38
K13626 -  fliW; flagellar assembly factor FliW	1	2	5	3	2	0	8	1	0	2	0	19	0	2	4	0	0	0	0	0	33	13	0	0	7	2	4	6	2	0	27	7	3	2	0	1	3	2	0	6	14	0	12	1	0	0	164	0	0	0	28	0	0	0	0	1	0	13	9	0	2	5	5	0	0	7	0	2	127	0	0	2	14	0	217
K13628 -  iscA; iron-sulfur cluster assembly protein	0	8	0	0	2	16	8	0	1	0	0	0	0	0	0	0	7	0	29	2	2	5	0	1	7	2	9	9	15	0	6	0	18	4	34	8	0	2	2	2	0	0	5	0	6	6	13	0	0	7	11	2	0	0	2	0	2	14	5	1	0	4	0	12	0	1	0	4	3	0	0	0	0	9	67
K13629 -  dsdX; D-serine transporter	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
K13630 -  marB; multiple antibiotic resistance protein MarB	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K13631 -  soxS; AraC family transcriptional regulator, mar-sox-rob regulon activator"	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
"K13632 -  marA; AraC family transcriptional regulator, mar-sox-rob regulon activator"	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
"K13633 -  ftrA; AraC family transcriptional regulator, transcriptional activator FtrA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K13634 -  cysB; LysR family transcriptional regulator, cys regulon transcriptional activator"	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
"K13635 -  cbl; LysR family transcriptional regulator, cys regulon transcriptional activator"	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	19
"K13636 -  dsdC; LysR family transcriptional regulator, D-serine deaminase activator"	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	24
"K13637 -  uxuR; GntR family transcriptional regulator, uxu operon transcriptional repressor"	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
"K13638 -  zntR; MerR family transcriptional regulator, Zn(II)-responsive regulator of zntA"	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K13639 -  soxR; MerR family transcriptional regulator, redox-sensitive transcriptional activator SoxR"	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
"K13640 -  hspR; MerR family transcriptional regulator, heat shock protein HspR"	0	0	12	25	16	24	2	0	0	0	2	24	2	0	0	5	1	0	2	3	6	2	0	0	12	0	30	4	4	0	2	7	9	0	19	2	3	9	2	10	23	0	5	0	284	0	117	0	0	0	0	27	73	2	0	0	9	18	6	9	0	11	2	40	4	1	79	27	42	12	11	1	0	0	900
"K13641 -  iclR; IclR family transcriptional regulator, acetate operon repressor"	0	2	0	2	0	43	4	0	0	0	0	5	0	0	0	0	0	0	0	0	2	4	0	0	1	0	0	0	2	0	0	0	0	0	2	0	12	2	0	0	16	0	1	2	0	0	8	0	0	0	0	0	17	0	0	0	0	2	0	0	0	3	8	0	0	0	0	2	30	0	0	2	0	0	31
"K13643 -  iscR; Rrf2 family transcriptional regulator, iron-sulfur cluster assembly transcription factor"	0	1	8	13	5	68	30	1	7	6	0	57	0	3	0	6	22	0	22	6	27	13	0	2	38	11	47	14	38	3	30	6	46	14	46	5	2	1	15	4	18	0	44	14	11	21	26	0	0	10	25	11	20	0	3	3	2	4	16	4	11	19	6	29	1	14	5	2	99	7	2	4	23	16	113
K13650 -  mcbA; MqsR-controlled colanic acid and biofilm protein A	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
K13652 -  K13652; AraC family transcriptional regulator	3	955	125	48	125	1231	130	2	18	29	433	9	7	308	76	97	29	0	16	101	190	307	0	7	74	349	50	182	238	3	46	9	59	100	68	17	0	84	76	2	29	0	33	166	37	266	323	0	0	10	49	89	49	8	146	308	33	13	31	112	133	133	47	13	0	45	0	14	114	74	58	91	27	126	78
K13653 -  K13653; AraC family transcriptional regulator	4	14	33	83	67	18	75	15	25	126	9	295	10	6	104	34	21	0	34	16	315	36	0	2	114	0	68	34	13	4	238	64	57	70	115	97	191	33	53	134	463	0	168	45	812	12	501	0	0	37	355	192	122	6	15	38	31	128	117	12	62	41	134	70	0	101	79	291	610	63	40	65	211	65	405
K13655 -  mqsA; HTH-type transcriptional regulator / antitoxin MqsA	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	2	0	0	4	4	0	0	0	0	0	0	0	0	0	18	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0
"K13658 -  gumI; beta-1,4-mannosyltransferase [EC:2.4.1.251]"	4	0	0	0	0	0	0	0	2	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
K13663 -  gumF; acyltransferase [EC:2.3.1.-]	0	4	0	0	0	0	18	2	0	0	0	4	0	0	17	15	0	0	0	0	28	0	0	1	8	0	11	0	0	0	24	3	0	8	0	0	0	0	0	0	6	0	15	0	0	0	6	0	0	6	10	3	0	0	0	0	3	0	20	0	5	2	6	0	0	5	3	9	315	0	0	0	0	0	5
K13670 -  pimF; putative glycosyltransferase [EC:2.4.-.-]	0	0	0	12	6	0	0	0	0	0	0	6	0	0	18	12	0	0	0	6	0	0	0	0	8	0	0	0	0	0	6	36	0	41	0	0	19	0	0	204	279	0	0	24	0	0	0	0	0	36	0	86	0	0	0	0	6	0	0	0	18	0	29	0	0	0	19	24	0	0	0	6	13	0	0
"K13677 -  dgs, bgsA; 1,2-diacylglycerol-3-alpha-glucose alpha-1,2-glucosyltransferase [EC:2.4.1.208]"	0	0	0	0	2	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	5	0	8	2	0	0	2	0	0	2	4	0	0	0	0	0	6	0	4	0	4	0	0	0	0	0	5	2	3	0	0	0	0	0	1	0	0	0	0	4	0	1	0	3	2	0	0	0	1	0	5
"K13678 -  cpoA; 1,2-diacylglycerol-3-alpha-glucose alpha-1,2-galactosyltransferase [EC:2.4.1.-]"	6	34	43	62	53	93	94	12	112	17	10	509	3	4	11	42	34	0	138	6	8	180	0	3	219	0	153	126	47	1	10	16	338	143	230	39	1	88	18	118	505	0	163	4	779	26	88	0	0	7	65	46	96	88	2	2	38	330	41	317	26	473	9	226	4	5	53	186	161	59	32	61	34	24	814
K13683 -  wcaE; putative colanic acid biosynthesis glycosyltransferase [EC:2.4.-.-]	36	255	644	403	432	47	583	71	133	258	651	582	33	256	311	712	511	0	736	328	502	497	1	27	1195	391	618	671	1100	18	185	385	293	957	580	70	104	294	287	158	234	0	193	546	462	710	293	0	0	488	121	544	748	222	427	358	283	290	434	377	893	469	651	1045	3	162	1428	610	98	250	365	858	525	1272	448
K13684 -  wcaC; putative colanic acid biosynthesis glycosyltransferase [EC:2.4.-.-]	15	156	161	246	417	119	360	4	57	228	399	112	19	239	169	366	591	0	1283	364	203	465	0	32	1251	92	224	391	1049	28	297	404	696	226	2114	42	65	392	545	201	172	0	146	107	282	344	322	0	0	280	46	162	183	49	441	379	175	152	451	340	583	282	434	534	4	172	494	185	45	352	403	101	69	703	488
K13686 -  aftA; galactan 5-O-arabinofuranosyltransferase [EC:2.4.2.46]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K13688 -  chvB, cgs, ndvB; cyclic beta-1,2-glucan synthetase [EC:2.4.1.-]"	0	6	0	6	0	14	33	5	2	35	0	26	0	5	34	0	1	0	4	2	39	27	0	1	40	0	0	0	4	1	8	2	2	2	0	0	118	15	5	4	58	0	3	28	12	2	47	0	0	0	8	13	10	0	2	0	5	6	10	0	0	10	7	0	2	10	6	13	238	2	2	9	9	2	20
K13693 -  gpgS; glucosyl-3-phosphoglycerate synthase [EC:2.4.1.266]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K13694 -  mepS, spr; murein DD-endopeptidase / murein LD-carboxypeptidase [EC:3.4.-.- 3.4.17.13]"	8	120	20	77	246	57	137	2	4	216	144	20	5	141	143	210	309	0	522	273	20	321	0	7	716	56	4	346	604	17	192	374	307	264	567	20	47	140	221	122	67	0	70	62	21	248	25	0	0	250	26	141	174	44	236	243	145	13	363	170	441	38	268	302	0	100	24	47	17	176	175	49	24	252	431
K13695 -  nlpC; probable lipoprotein NlpC	8	0	0	75	210	87	0	2	0	184	144	14	4	103	141	208	196	0	466	90	0	286	0	0	597	0	0	278	330	16	145	318	284	262	468	18	44	127	196	112	59	0	63	16	19	194	6	0	0	225	16	121	144	44	134	185	112	0	166	149	298	34	187	223	0	69	0	0	16	158	141	24	8	218	211
K13700 -  ABHD6; abhydrolase domain-containing protein 6 [EC:3.1.1.23]	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K13714 -  atl; bifunctional autolysin [EC:3.5.1.28 3.2.1.96]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
K13727 -  pdc; phenolic acid decarboxylase [EC:4.1.1.-]	0	2	2	2	0	2	3	2	7	0	0	0	0	0	0	0	0	0	6	0	0	8	0	0	0	0	4	3	2	0	0	0	17	0	5	0	0	1	0	0	0	0	2	0	4	2	4	0	0	0	1	0	2	6	0	0	2	10	2	18	0	11	0	2	0	0	0	1	6	1	0	0	0	2	24
