#OTU ID	14748.MOUSE103.CAGE68.MSPF3XTG.S7	14748.MOUSE10.CAGE3.FSPF3XTG.S15	14748.MOUSE17.CAGE1.FSPF3XTG.S15	14748.MOUSE13.CAGE6.FSPFB6.S15	14748.MOUSE14.CAGE6.FSPFB6.S15	14748.MOUSE9.CAGE3.FSPF3XTG.S15	14748.MOUSE33.CAGE12.FSPF3XTG.S15	14748.MOUSE50.CAGE50.FSPF3XTG.S7	14748.MOUSE56.CAGE53.FSPF3XTG.S7	14748.MOUSE53.CAGE50.FSPF3XTG.S7	14748.MOUSE58.CAGE53.FSPF3XTG.S7	14748.MOUSE51.CAGE50.FSPF3XTG.S7	14748.MOUSE59.CAGE54.FSPFB6.S7	14748.MOUSE60.CAGE54.FSPFB6.S7	14748.MOUSE89.CAGE22.FSPF3XTG.S12	14748.MOUSE87.CAGE21.FSPF3XTG.S12	14748.MOUSE11.CAGE6.FSPFB6.S15	14748.MOUSE18.CAGE1.FSPF3XTG.S15	14748.MOUSE54.CAGE50.FSPF3XTG.S7	14748.MOUSE116.CAGE62.FSPF3XTG.S7	14748.MOUSE105.CAGE69.MSPF3XTG.S7	14748.MOUSE72.CAGE20.FSPF3XTG.S12	14748.MOUSE126.CAGE40.MSPF3XTG.S12	14748.MOUSE79.CAGE27.FSPFB6.S12	14748.MOUSE77.CAGE27.FSPFB6.S12	14748.MOUSE61.CAGE54.FSPFB6.S7	14748.MOUSE88.CAGE21.FSPF3XTG.S12	14748.MOUSE102.CAGE68.MSPF3XTG.S7	14748.MOUSE113.CAGE74.MSPFB6.S7	14748.MOUSE110.CAGE74.MSPFB6.S7	14748.MOUSE80.CAGE27.FSPFB6.S12	14748.MOUSE81.CAGE27.FSPFB6.S12	14748.MOUSE115.CAGE62.FSPF3XTG.S7	14748.MOUSE132.CAGE42.MSPF3XTG.S12	14748.MOUSE111.CAGE74.MSPFB6.S7	14748.MOUSE134.CAGE45.MSPFB6.S12	14748.MOUSE144.CAGE66.FSPFB6.S12	14748.MOUSE145.CAGE66.FSPFB6.S12	14748.MOUSE84.CAGE20.FSPF3XTG.S12	14748.MOUSE138.CAGE46.MSPFB6.S12	14748.MOUSE36.CAGE16.FSPFB6.S15	14748.MOUSE16.CAGE7.FSPFB6.S15	14748.MOUSE12.CAGE6.FSPFB6.S15	14748.MOUSE52.CAGE50.FSPF3XTG.S7	14748.MOUSE108.CAGE73.MSPFB6.S7	14748.MOUSE15.CAGE7.FSPFB6.S15	14748.MOUSE128.CAGE41.MSPF3XTG.S12	14748.MOUSE127.CAGE40.MSPF3XTG.S12	14748.MOUSE107.CAGE70.MSPF3XTG.S7	14748.MOUSE85.CAGE20.FSPF3XTG.S12	14748.MOUSE139.CAGE46.MSPFB6.S12	14748.MOUSE55.CAGE53.FSPF3XTG.S7	14748.MOUSE141.CAGE47.MSPFB6.S12	14748.MOUSE140.CAGE47.MSPFB6.S12	14748.MOUSE86.CAGE21.FSPF3XTG.S12	14748.MOUSE112.CAGE74.MSPFB6.S7	14748.MOUSE114.CAGE74.MSPFB6.S7	14748.MOUSE135.CAGE45.MSPFB6.S12	14748.MOUSE133.CAGE42.MSPF3XTG.S12	14748.MOUSE136.CAGE45.MSPFB6.S12	14748.MOUSE131.CAGE42.MSPF3XTG.S12
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Varibaculum;s__Varibaculum timonense_A	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_H;s__Bacteroides_H massiliensis	164	1726	298	189	529	615	429	87	127	1962	112	1503	91	146	322	412	484	1180	2179	1202	182	380	1416	333	442	193	538	353	176	228	170	353	1883	2119	61	436	234	480	224	322	181	535	1327	1017	175	600	561	385	267	209	240	1189	130	158	395	180	258	301	417	186	684
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales_595427;f__Burkholderiaceae_A_595427;g__Duodenibacillus;s__Duodenibacillus massiliensis	20	8	2	2	1	5	1	3	2	2	21	3	0	2	17	14	1	3	8	3	9	14	18	7	3	3	31	35	2	4	1	1	5	12	1	1	4	4	6	17	1	1	1	2	1	1	9	7	25	11	1	35	0	2	3	1	1	1	9	0	66
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_G;s__Bacteroides_G luti	6	80	18	11	24	30	129	4	14	58	36	26	6	12	16	29	17	28	45	42	12	14	34	13	19	11	21	51	11	22	7	6	42	43	9	20	10	9	6	18	3	20	37	18	8	28	10	15	15	18	18	114	24	17	45	10	15	9	21	4	41
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae_966727;g__Cnuella;s__Cnuella takakiae	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Mariniphaga;s__Mariniphaga anaerophila	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	1	0	2
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales_592522;f__Burkholderiaceae_A_592522;g__Lampropedia;s__Lampropedia hyalina	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	6
d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Atopostipes;s__Atopostipes suicloacalis	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Lactonifactor;s__Lactonifactor longoviformis	463	12	56	301	177	245	14	84	223	8	1223	17	217	88	152	35	165	666	148	5	220	34	42	228	229	179	83	22	91	114	245	1303	10	1262	258	84	61	194	584	166	54	41	202	39	41	93	270	728	52	117	207	237	150	223	1023	115	84	53	156	559	114
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum_189125;s__Anaerotignum propionicum	5	0	0	0	3	0	0	0	0	0	4	0	1	0	0	1	0	0	0	0	4	0	0	2	1	0	0	0	1	0	1	2	0	3	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	15	0	0	0	0	1	1
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales_877923;f__Weeksellaceae;g__Chryseobacterium_796614;s__Chryseobacterium arachidis	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Thermoactinomycetales_367745;f__Thermoactinomycetaceae;g__Seinonella;s__Seinonella peptonophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Clostridiales;f__Clostridiaceae_222000;g__Clostridium_AH;s__Clostridium_AH fallax	2	0	0	0	0	0	0	0	0	0	0	0	0	3	1	4	0	0	0	0	0	8	0	0	0	8	9	30	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Jatrophihabitantaceae;g__Jatrophihabitans_372606;s__Jatrophihabitans endophyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae_966727;g__Chitinophaga;s__Chitinophaga niabensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales_877923;f__Flavobacteriaceae;g__Muricauda_A_821778;s__Muricauda_A_821778 flava	1	1	2	0	1	4	0	4	1	4	0	3	0	3	4	1	1	2	4	1	0	3	5	1	1	5	4	2	0	1	1	0	6	1	0	2	1	2	2	1	1	2	3	3	1	1	2	2	3	0	1	7	5	1	0	0	1	1	2	0	13
d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter;s__Fibrobacter sp900143055	2	23	3	2	7	7	32	1	0	11	1	7	0	0	5	2	7	10	7	19	1	6	23	2	1	1	2	5	4	3	1	1	12	5	7	5	1	2	1	6	1	4	8	5	4	11	4	4	3	8	13	4	6	7	12	3	4	2	16	1	4
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae_902095;g__Algoriphagus;s__Algoriphagus halophilus	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales_595422;f__Burkholderiaceae_A_595422;g__Candidimonas_A_594790;s__Candidimonas_A bauzanensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Clostridiales;f__Clostridiaceae_222000;g__Clostridium_AF;s__Clostridium_AF grantii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Halodesulfovibrio;s__Halodesulfovibrio marinisediminis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Desulfobacterota_I;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Desulfofustis;s__Desulfofustis glycolicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Oscillospiraceae_88309;g__Sporobacter;s__Sporobacter termitidis	14	0	0	4	5	0	0	1	1	0	23	0	1	1	2	1	2	1	0	0	5	0	0	8	3	1	1	0	3	1	3	26	0	5	1	1	1	2	13	2	0	0	2	1	0	0	2	1	0	0	5	3	1	5	3	4	3	0	0	13	2
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales_A_737866;f__Enterobacteriaceae_A;g__Chimaeribacter;s__Chimaeribacter arupi	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	1	1	0	0	0	6	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales_877923;f__Weeksellaceae;g__Cruoricaptor;s__Cruoricaptor ignavus	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Rubritalea;s__Rubritalea halochordaticola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Propionisporales_41695;f__Propionisporaceae_41695;g__Propionispora;s__Propionispora hippei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Clostridiales;f__Clostridiaceae_222000;g__Clostridium_AG;s__Clostridium_AG cavendishii	2	0	0	0	0	0	0	0	0	0	0	0	0	3	1	5	0	1	0	0	0	9	0	0	0	8	13	37	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Tangfeifania;s__Tangfeifania diversioriginum	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	4
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Parasporobacterium;s__Parasporobacterium paucivorans	7	0	0	3	1	2	0	1	2	0	9	0	1	1	2	0	0	3	1	0	2	0	0	3	1	5	1	0	2	2	2	18	0	7	5	2	1	2	7	1	0	0	1	1	0	1	4	2	1	1	2	3	1	4	5	4	0	1	0	5	2
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Arachnia;s__Arachnia bendigoensis	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
d__Bacteria;p__Firmicutes_B_370525;c__Desulfotomaculia_370525;o__Desulfotomaculales_370525;f__Desulfovirgulaceae_370449;g__Desulfofundulus_A;s__Desulfofundulus_A australicus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Clostridiales;f__Clostridiaceae_222000;g__Clostridium_AA;s__Clostridium_AA amylolyticum	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3	0	0	0	3	2	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lutisporales;f__Lutisporaceae;g__Lutispora;s__Lutispora thermophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Hespellia;s__Hespellia stercorisuis	25	1	3	5	4	5	1	1	7	0	25	0	6	3	4	3	3	16	4	0	10	0	2	10	4	2	2	1	2	2	4	30	0	15	7	2	0	3	45	8	1	1	3	1	1	1	13	17	1	9	4	15	4	4	43	2	2	0	1	9	3
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Clostridiales;f__Clostridiaceae_222000;g__Hathewaya;s__Hathewaya proteolytica	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Peptostreptococcales;f__Peptostreptococcaceae_256921;g__Tepidibacter_A;s__Tepidibacter_A formicigenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum_189125;s__Anaerotignum lactatifermentans	337	7	50	120	75	129	15	51	156	10	727	18	207	70	115	42	116	407	69	6	183	34	33	147	135	145	70	25	139	103	102	800	11	737	420	83	35	181	354	108	31	38	134	37	22	74	159	309	34	100	160	274	213	187	319	109	76	42	113	422	224
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales_877923;f__Weeksellaceae;g__Chryseobacterium_796614;s__Chryseobacterium solani	0	0	0	1	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Hallerella;s__Hallerella intestinalis	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter;s__Fibrobacter sp900143015	13	83	47	25	47	77	134	15	16	54	11	32	19	23	65	175	42	68	78	83	16	27	137	33	33	1	88	162	25	37	31	35	38	69	17	39	12	2	14	35	3	147	52	49	34	122	34	53	51	44	69	68	13	18	47	23	21	29	106	12	20
d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter;s__Fibrobacter sp900142495	4	0	0	2	0	0	0	0	0	0	5	0	1	2	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	6	0	1	1	0	0	0	2	2	0	0	0	0	0	0	1	0	0	0	1	3	0	4	1	0	0	0	0	3	0
d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter;s__Fibrobacter sp900142465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales_877923;f__Weeksellaceae;g__Chishuiella;s__Chishuiella changwenlii	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales_877923;f__Weeksellaceae;g__Chryseobacterium_796614;s__Chryseobacterium carnipullorum	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	8	0	0	0	0	0	2	0	1	0
d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Staphylococcales;f__Salinicoccaceae;g__Salinicoccus;s__Salinicoccus alkaliphilus	1	0	0	1	0	1	2	2	0	0	1	0	0	0	0	1	0	0	2	0	4	1	0	0	0	0	3	2	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	4	0	0	3	0	1	3	0	0	0	0	1	1	1	0	0	0	6
d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Frigididesulfovibrio_A_446423;s__Frigididesulfovibrio_A litoralis	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales_597441;f__Nitrosomonadaceae;g__Nitrosomonas;s__Nitrosomonas cryotolerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Anaerocolumna;s__Anaerocolumna xylanovorans	3	0	0	1	1	1	0	1	2	0	8	0	0	1	0	0	0	2	0	0	1	0	0	3	1	3	1	0	1	0	3	12	0	4	2	0	0	1	6	0	0	0	1	1	0	0	1	1	0	1	2	1	1	1	7	1	1	0	0	3	0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Parolsenella;s__Parolsenella massiliensis	1	2	2	6	0	9	31	5	0	1	30	1	0	1	4	1	3	8	10	1	34	2	3	4	3	3	0	8	2	0	3	19	0	11	10	0	0	1	2	354	0	2	2	1	8	1	26	14	0	0	0	8	4	4	0	3	0	0	1	12	12
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__Negativibacillus massiliensis	24	0	1	18	11	3	1	4	10	1	102	0	8	8	4	3	29	14	3	0	17	3	2	31	8	11	6	1	10	6	14	75	1	18	12	15	9	27	29	55	3	2	10	1	3	7	17	8	1	8	16	132	14	23	35	7	10	3	2	46	9
d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Merdibacter;s__Merdibacter massiliensis	45	1	6	11	8	7	1	4	25	0	77	0	9	3	6	6	3	14	4	0	10	8	2	14	10	11	2	13	12	7	19	63	1	44	58	4	2	13	30	39	1	1	4	1	6	8	12	16	12	4	13	64	9	53	26	11	8	4	2	26	51
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Negativicoccaceae;g__Negativicoccus;s__Negativicoccus massiliensis	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Mailhella;s__Mailhella massiliensis	4	2	9	2	0	8	0	0	0	9	4	2	0	1	4	0	1	49	2	0	15	1	13	1	0	0	15	1	5	4	1	5	4	60	10	0	0	1	5	3	0	12	1	3	0	7	3	16	3	23	1	7	0	1	56	16	0	0	31	2	76
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Peptostreptococcales;f__Anaerovoracaceae;g__Baileyella;s__Baileyella timonense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_G;s__Olsenella_G urininfantis	0	1	0	2	0	0	12	2	1	1	14	0	1	0	1	1	0	1	2	0	13	0	1	0	2	0	0	3	1	0	5	12	0	2	5	0	0	1	1	23	0	0	0	1	0	1	1	1	1	0	1	5	3	1	0	0	0	0	1	2	3
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionimicrobium_391363;s__Propionimicrobium sp900155645	2	0	0	0	1	0	0	0	2	0	4	0	2	0	0	0	0	1	0	0	0	0	0	3	0	1	0	0	0	0	1	3	0	3	3	1	0	0	1	1	0	0	1	0	2	0	0	1	0	0	1	4	0	0	1	0	0	0	0	0	5
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Butyricicoccaceae;g__Intestinibacillus;s__Intestinibacillus massiliensis	5	0	0	2	4	0	0	1	3	0	20	0	1	2	2	0	3	4	5	0	6	0	0	9	1	9	1	0	7	1	1	15	0	8	7	4	1	8	11	14	2	0	4	3	0	2	2	2	0	2	6	38	1	1	3	6	3	1	0	5	3
d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Bacillales_B_302584;f__Domibacillaceae;g__Domibacillus;s__Domibacillus enclensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Bhargavaea;s__Bhargavaea lindanitolerans	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	2	6	0	0	1	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	2
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_505895;f__Rhodospirillaceae;g__Insolitispirillum;s__Insolitispirillum peregrinum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
