sample_name,anonymized_name,cohort,collection_timestamp,description,dna_extracted,elevation,empo_1,empo_2,empo_3,env_biome,env_feature,env_material,env_package,geo_loc_name,host_age,host_age_units,host_body_habitat,host_body_mass_index,host_body_product,host_body_site,host_common_name,host_life_stage,host_scientific_name,host_subject_id,host_taxid,host_weight,host_weight_units,intervention,latitude,longitude,mouse_strain,physical_specimen_location,physical_specimen_remaining,qiita_study_id,sample_type,scientific_name,sex,strain_sex,taxon_id,title,tube_id
14957.CAGE77.MSPFHET.L2.2,CAGE77.MSPFHET.L2.2,COHORT 8,01/10/2021,mouse fecal sample 363141402,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,2,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 77,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,Het 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141402
14957.CAGE77.MSPFHET.L3.1,CAGE77.MSPFHET.L3.1,COHORT 8,02/10/2021,mouse fecal sample 363141445,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,3,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 77,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,Het 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141445
14957.CAGE77.MSPFHET.L3.2,CAGE77.MSPFHET.L3.2,COHORT 8,02/10/2021,mouse fecal sample 363141435,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,3,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 77,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,Het 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141435
14957.CAGE77.MSPFHET.L4.1,CAGE77.MSPFHET.L4.1,COHORT 8,03/10/2021,mouse fecal sample 363141426,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,4,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 77,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,Het 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141426
14957.CAGE77.MSPFHET.L4.2,CAGE77.MSPFHET.L4.2,COHORT 8,03/10/2021,mouse fecal sample 363141404,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,4,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 77,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,Het 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141404
14957.CAGE77.MSPFHET.L5.1,CAGE77.MSPFHET.L5.1,COHORT 8,04/10/2021,mouse fecal sample 363132961,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,5,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 77,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,Het 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363132961
14957.CAGE77.MSPFHET.L5.2,CAGE77.MSPFHET.L5.2,COHORT 8,04/10/2021,mouse fecal sample 363132989,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,5,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 77,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,Het 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363132989
14957.CAGE77.MSPFHET.L6.1,CAGE77.MSPFHET.L6.1,COHORT 8,05/10/2021,mouse fecal sample 363133994,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,6,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 77,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,Het 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363133994
14957.CAGE78.MSPFHET.L2.1,CAGE78.MSPFHET.L2.1,COHORT 8,01/10/2021,mouse fecal sample 363141440,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,2,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 78,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,Het 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141440
14957.CAGE78.MSPFHET.L2.2,CAGE78.MSPFHET.L2.2,COHORT 8,01/10/2021,mouse fecal sample 363141431,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,2,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 78,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,Het 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141431
14957.CAGE78.MSPFHET.L3.1,CAGE78.MSPFHET.L3.1,COHORT 8,02/10/2021,mouse fecal sample 363141281,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,3,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 78,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,Het 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141281
14957.CAGE78.MSPFHET.L3.2,CAGE78.MSPFHET.L3.2,COHORT 8,02/10/2021,mouse fecal sample 363141271,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,3,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 78,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,Het 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141271
14957.CAGE78.MSPFHET.L4.1,CAGE78.MSPFHET.L4.1,COHORT 8,03/10/2021,mouse fecal sample 363141221,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,4,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 78,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,Het 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141221
14957.CAGE78.MSPFHET.L4.2,CAGE78.MSPFHET.L4.2,COHORT 8,03/10/2021,mouse fecal sample 363141294,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,4,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 78,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,Het 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141294
14957.CAGE78.MSPFHET.L5.1,CAGE78.MSPFHET.L5.1,COHORT 8,04/10/2021,mouse fecal sample 363132970,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,5,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 78,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,Het 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363132970
14957.CAGE78.MSPFHET.L5.2,CAGE78.MSPFHET.L5.2,COHORT 8,04/10/2021,mouse fecal sample 363133962,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,5,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 78,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,Het 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363133962
14957.CAGE78.MSPFHET.L6.1,CAGE78.MSPFHET.L6.1,COHORT 8,05/10/2021,mouse fecal sample 363134002,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,6,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 78,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,Het 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363134002
14957.CAGE79.MSPFWT.L2.1,CAGE79.MSPFWT.L2.1,COHORT 8,01/10/2021,mouse fecal sample 363141425,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,2,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 79,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,WT 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141425
14957.CAGE79.MSPFWT.L2.2,CAGE79.MSPFWT.L2.2,COHORT 8,01/10/2021,mouse fecal sample 363141412,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,2,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 79,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,WT 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141412
14957.CAGE79.MSPFWT.L3.1,CAGE79.MSPFWT.L3.1,COHORT 8,02/10/2021,mouse fecal sample 363141264,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,3,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 79,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,WT 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141264
14957.CAGE79.MSPFWT.L3.2,CAGE79.MSPFWT.L3.2,COHORT 8,02/10/2021,mouse fecal sample 363141438,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,3,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 79,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,WT 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141438
14957.CAGE79.MSPFWT.L4.1,CAGE79.MSPFWT.L4.1,COHORT 8,03/10/2021,mouse fecal sample 363141278,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,4,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 79,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,WT 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141278
14957.CAGE79.MSPFWT.L4.2,CAGE79.MSPFWT.L4.2,COHORT 8,03/10/2021,mouse fecal sample 363141279,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,4,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 79,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,WT 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141279
14957.CAGE79.MSPFWT.L5.1,CAGE79.MSPFWT.L5.1,COHORT 8,04/10/2021,mouse fecal sample 363133964,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,5,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 79,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,WT 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363133964
14957.CAGE79.MSPFWT.L5.2,CAGE79.MSPFWT.L5.2,COHORT 8,04/10/2021,mouse fecal sample 363133969,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,5,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 79,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,WT 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363133969
14957.CAGE80.MSPFWT.L2.1,CAGE80.MSPFWT.L2.1,COHORT 8,01/10/2021,mouse fecal sample 363141297,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,2,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 80,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,WT 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141297
14957.CAGE80.MSPFWT.L2.2,CAGE80.MSPFWT.L2.2,COHORT 8,01/10/2021,mouse fecal sample 363141302,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,2,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 80,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,WT 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141302
14957.CAGE80.MSPFWT.L3.1,CAGE80.MSPFWT.L3.1,COHORT 8,02/10/2021,mouse fecal sample 363141442,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,3,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 80,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,WT 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141442
14957.CAGE80.MSPFWT.L3.2,CAGE80.MSPFWT.L3.2,COHORT 8,02/10/2021,mouse fecal sample 363141423,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,3,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 80,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,WT 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141423
14957.CAGE80.MSPFWT.L4.1,CAGE80.MSPFWT.L4.1,COHORT 8,03/10/2021,mouse fecal sample 363141272,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,4,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 80,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,WT 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141272
14957.CAGE80.MSPFWT.L4.2,CAGE80.MSPFWT.L4.2,COHORT 8,03/10/2021,mouse fecal sample 363141263,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,4,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 80,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,WT 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141263
14957.CAGE80.MSPFWT.L5.1,CAGE80.MSPFWT.L5.1,COHORT 8,04/10/2021,mouse fecal sample 363133977,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,5,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 80,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,WT 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363133977
14957.CAGE80.MSPFWT.L5.2,CAGE80.MSPFWT.L5.2,COHORT 8,04/10/2021,mouse fecal sample 363133985,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,5,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 80,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,WT 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363133985
14957.CAGE96.FSPFHET.L1.1,CAGE96.FSPFHET.L1.1,COHORT 10,07/12/2021,mouse fecal sample 363134001,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,1,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 96,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,Het 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363134001
14957.CAGE96.FSPFHET.L1.2,CAGE96.FSPFHET.L1.2,COHORT 10,07/12/2021,mouse fecal sample 363134025,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,1,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 96,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,Het 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363134025
14957.CAGE96.FSPFHET.L2.1,CAGE96.FSPFHET.L2.1,COHORT 10,08/10/2021,mouse fecal sample 363133965,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,2,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 96,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,Het 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363133965
14957.CAGE96.FSPFHET.L2.2,CAGE96.FSPFHET.L2.2,COHORT 10,08/10/2021,mouse fecal sample 363133970,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,2,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 96,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,Het 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363133970
14957.CAGE96.FSPFHET.L3.1,CAGE96.FSPFHET.L3.1,COHORT 10,09/10/2021,mouse fecal sample 363134010,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,3,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 96,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,Het 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363134010
14957.CAGE96.FSPFHET.L3.2,CAGE96.FSPFHET.L3.2,COHORT 10,09/10/2021,mouse fecal sample 363134030,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,3,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 96,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,Het 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363134030
14957.CAGE97.FSPFHET.L1.1,CAGE97.FSPFHET.L1.1,COHORT 10,07/12/2021,mouse fecal sample 363132962,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,5,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 97,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,Het 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363132962
14957.CAGE97.FSPFHET.L1.2,CAGE97.FSPFHET.L1.2,COHORT 10,07/12/2021,mouse fecal sample 363132980,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,5,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 97,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,Het 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363132980
14957.CAGE97.FSPFHET.L2.1,CAGE97.FSPFHET.L2.1,COHORT 10,08/10/2021,mouse fecal sample 363133978,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,5,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 97,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,Het 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363133978
14957.CAGE97.FSPFHET.L2.2,CAGE97.FSPFHET.L2.2,COHORT 10,08/10/2021,mouse fecal sample 363133986,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,5,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 97,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,Het 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363133986
14957.CAGE97.FSPFHET.L3.1,CAGE97.FSPFHET.L3.1,COHORT 10,09/10/2021,mouse fecal sample 363132963,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,5,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 97,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,Het 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363132963
14957.CAGE97.FSPFHET.L3.2,CAGE97.FSPFHET.L3.2,COHORT 10,09/10/2021,mouse fecal sample 363132981,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,5,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 97,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,Het 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363132981
14957.CAGE98.FSPFWT.L1.1,CAGE98.FSPFWT.L1.1,COHORT 10,07/12/2021,mouse fecal sample 363132988,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,1,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 98,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,WT 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363132988
14957.CAGE98.FSPFWT.L1.2,CAGE98.FSPFWT.L1.2,COHORT 10,07/12/2021,mouse fecal sample 363133963,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,1,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 98,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,WT 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363133963
