#OTU ID	14957.MOUSE67.CAGE112.FSPFWT.S5	14957.MOUSE74.CAGE114.FSPFWT.S5	14957.MOUSE25.CAGE79.MSPFWT.S8	14957.MOUSE28.CAGE80.MSFPWT.S8	14957.MOUSE46.CAGE98.FSPFWT.S5	14957.MOUSE20.CAGE78.MSPFHET.S8	14957.MOUSE69.CAGE112.FSPFWT.S5	14957.MOUSE90.CAGE144.MSPFWT.S5	14957.MOUSE68.CAGE112.FSPFWT.S5	14957.MOUSE21.CAGE78.MSPFHET.S8	14957.MOUSE33.CAGE96.FSPFHET.S5	14957.MOUSE37.CAGE97.FSPFHET.S5	14957.MOUSE38.CAGE97.FSPFHET.S5	14957.MOUSE82.CAGE142.MSPFWT.S5	14957.MOUSE30.CAGE80.MSFPWT.S8	14957.MOUSE83.CAGE142.MSPFWT.S5	14957.MOUSE17.CAGE77.MSPFHET.S8	14957.MOUSE47.CAGE98.FSPFWT.S5	14957.MOUSE29.CAGE80.MSFPWT.S8	14957.MOUSE87.CAGE144.MSPFWT.S5	14957.MOUSE88.CAGE144.MSPFWT.S5	14957.MOUSE89.CAGE144.MSPFWT.S5	14957.MOUSE15.CAGE77.MSPFHET.S8	14957.MOUSE26.CAGE79.MSPFWT.S8	14957.MOUSE75.CAGE114.FSPFWT.S5	14957.MOUSE27.CAGE80.MSFPWT.S8	14957.MOUSE45.CAGE98.FSPFWT.S5	14957.MOUSE34.CAGE96.FSPFHET.S5	14957.MOUSE70.CAGE113.FSPFHET.S5	14957.MOUSE94.CAGE148.FSPFHET.S8	14957.MOUSE23.CAGE79.MSPFWT.S8	14957.MOUSE71.CAGE113.FSPFHET.S5	14957.MOUSE35.CAGE97.FSPFHET.S5	14957.MOUSE72.CAGE113.FSPFHET.S5	14957.MOUSE95.CAGE148.FSPFHET.S8	14957.MOUSE96.CAGE148.FSPFHET.S8	14957.MOUSE24.CAGE79.MSPFWT.S8	14957.MOUSE36.CAGE97.FSPFHET.S5	14957.MOUSE73.CAGE114.FSPFWT.S5	14957.MOUSE91.CAGE144.MSPFWT.S5	14957.MOUSE107.CAGE154.FSPFHET.S8	14957.MOUSE113.CAGE162.FSPFWT.S8	14957.MOUSE108.CAGE173.MSPFWT.S8	14957.MOUSE122.CAGE184.MSPFHETS5	14957.MOUSE104.CAGE136.MSPFWT.S8	14957.MOUSE139.CAGE145.FSPFWT.S8	14957.MOUSE124.CAGE185.MSPFWT.S5	14957.MOUSE103.CAGE136.MSPFWT.S8	14957.MOUSE114.CAGE162.FSPFWT.S8	14957.MOUSE100.CAGE151.MSPFWT.S8	14957.MOUSE115.CAGE175.MSPFHET.S5	14957.MOUSE135.CAGE145.FSPFWT.S8	14957.MOUSE136.CAGE145.FSPFWT.S8	14957.MOUSE98.CAGE150.FSPFHET.S8	14957.MOUSE116.CAGE175.MSPFHET.S5	14957.MOUSE137.CAGE145.FSPFWT.S8	14957.MOUSE121.CAGE184.MSPFHETS5	14957.MOUSE138.CAGE145.FSPFWT.S8	14957.MOUSE131.CAGE189.MSPFHET.S5	14957.MOUSE109.CAGE173.MSPFWT.S8	14957.MOUSE97.CAGE150.FSPFHET.S8	14957.MOUSE132.CAGE189.MSPFHET.S5	14957.MOUSE106.CAGE154.FSPFHET.S8	14957.MOUSE130.CAGE189.MSPFHET.S5	14957.MOUSE126.CAGE185.MSPFWT.S5	14957.MOUSE125.CAGE185.MSPFWT.S5
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales_597441;f__Nitrosomonadaceae;g__Nitrosomonas;s__Nitrosomonas sp900107265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Thermoactinomycetales_367745;f__Thermoactinomycetaceae;g__Baia;s__Baia sp900107305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	1	1
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_Q;s__Eubacterium_Q ruminantium_A	8	1	7	4	11	7	10	2	11	2	4	17	6	8	2	4	3	6	5	24	9	7	3	1	2	0	11	32	11	14	3	10	3	10	14	10	4	16	4	4	6	1	1	1	2	1	3	4	10	11	3	20	3	2	14	3	3	3	3	23	7	12	6	2	44	14
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_H;s__Bacteroides_H ndongoniae	132	124	26	26	182	31	45	87	113	53	180	68	144	99	29	133	139	182	60	31	183	174	109	168	202	115	121	82	104	110	52	125	164	80	66	124	44	112	512	162	275	142	214	111	191	214	412	153	109	226	187	174	278	181	46	236	241	241	184	169	193	203	129	212	288	378
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_A_504705;f__Xanthobacteraceae_503485;g__Tardiphaga;s__Tardiphaga robiniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales_650611;f__Pseudomonadaceae;g__Pseudomonas_K;s__Pseudomonas_K linyingensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales_597441;f__Nitrosomonadaceae;g__Nitrosospira;s__	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Ruminococcaceae;g__Hydrogenoanaerobacterium;s__Hydrogenoanaerobacterium saccharovorans	4	6	3	3	5	8	8	5	5	3	4	8	3	7	3	4	30	5	7	12	7	9	17	7	3	8	8	17	20	14	3	13	2	13	13	15	6	10	5	5	5	2	5	2	7	13	6	9	3	9	4	17	4	3	11	3	5	10	5	18	8	19	4	4	64	42
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales_597441;f__Nitrosomonadaceae;g__Nitrosomonas;s__Nitrosomonas marina_A	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Peptostreptococcales;f__Peptostreptococcaceae_256921;g__Peptostreptococcus;s__Peptostreptococcus russellii_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Lewinella_A;s__Lewinella_A agarilytica	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Ignavigranum;s__Ignavigranum ruoffiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	1	0	0	0	2	0	1	0	0	2	0	1	1	0	0	1	0	0	1	0
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Friedmanniella;s__Friedmanniella flava	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__CAG-603;s__CAG-603 sp900110975	5	3	4	2	7	4	5	4	7	4	1	7	3	5	2	3	1	7	4	14	3	5	3	1	1	2	7	7	9	8	2	8	2	9	11	13	3	5	4	3	5	1	1	2	4	1	4	1	2	2	1	11	2	2	11	1	2	2	1	13	5	8	3	1	13	7
d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Granulicatella;s__Granulicatella balaenopterae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae_902095;g__Fabibacter;s__Fabibacter pacificus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales_597441;f__Nitrosomonadaceae;g__Nitrosomonas;s__Nitrosomonas sp900111165	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_N_179645;s__Clostridium_N_179645 fimetarium	5	2	2	1	4	4	2	3	6	2	2	3	1	6	4	1	2	5	3	5	2	3	2	1	0	2	5	5	10	6	1	6	0	10	6	10	1	4	4	2	2	1	1	0	2	2	4	3	3	5	1	6	1	1	6	1	2	1	1	10	4	5	2	1	18	13
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionibacterium;s__Propionibacterium cyclohexanicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Bacillales_D_310495;f__Alkalibacillaceae;g__Salinibacillus;s__Salinibacillus kushneri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Acetitomaculum;s__Acetitomaculum ruminis	19	3	6	5	19	24	20	7	15	7	5	30	6	17	5	13	8	11	11	31	9	9	5	3	1	3	11	37	37	28	2	16	6	17	35	38	5	13	15	9	8	1	3	7	3	3	6	6	10	13	11	40	6	6	35	4	9	5	5	58	17	25	11	4	58	27
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio_A_168226;s__Butyrivibrio_A_168226 sp900112195	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Catalimonadaceae_908648;g__Flexibacter;s__Flexibacter flexilis	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	2
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales_877923;f__Flavobacteriaceae;g__Muricauda_A_821778;s__Muricauda_A_821778 taeanensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides_A_392796;s__Nocardioides_A_392796 terrae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Spirosoma;s__Spirosoma endophyticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalospirales;f__Thiohalospiraceae;g__Thiohalospira;s__Thiohalospira halophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Peptostreptococcales;f__Anaerovoracaceae;g__S5-A14a;s__S5-A14a sp900112915	12	10	5	5	11	10	7	5	21	4	11	11	5	25	4	19	7	13	3	17	9	14	7	5	4	6	12	16	34	22	3	23	9	24	15	16	4	12	19	12	20	22	14	6	11	15	20	7	35	21	18	18	9	14	20	8	7	16	8	19	12	46	9	17	32	63
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nevskiales;f__Nevskiaceae;g__Fontimonas;s__Fontimonas thermophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900113305	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	2	2	1	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	1	3	1	1	2	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	3	5
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales_597441;f__Nitrosomonadaceae;g__Nitrosospira;s__Nitrosospira sp900113575	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides_A_392796;s__Nocardioides_A_392796 psychrotolerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales_597441;f__Nitrosomonadaceae;g__Nitrosomonas;s__Nitrosomonas sp900113925	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Ruminococcaceae;g__Fimivivens;s__Fimivivens sp900113995	4	2	4	2	6	11	6	10	7	2	3	9	4	8	4	7	10	5	7	13	6	8	14	4	0	2	9	14	28	18	1	22	2	15	20	19	5	12	30	5	9	1	3	2	3	5	7	9	5	12	4	33	7	4	27	4	5	7	4	31	11	39	8	4	84	31
d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Thermoactinomycetales_367745;f__Thermoactinomycetaceae;g__Thermoflavimicrobium_367740;s__Thermoflavimicrobium dichotomicum	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	1	0	0	0	1	0	0	1	1	2	1	1	0	1	1	1	0	2	2	2	1	1	1	3
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales_597441;f__Nitrosomonadaceae;g__Nitrosomonas;s__Nitrosomonas aestuarii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Peptostreptococcales;f__Anaerovoracaceae;g__Eubacterium_T;s__Eubacterium_T pyruvativorans	0	0	1	0	1	7	2	0	0	0	0	0	0	0	1	1	1	4	0	0	1	0	3	0	0	0	1	4	2	1	0	1	0	3	0	4	1	1	2	2	0	0	0	0	0	0	0	0	2	1	0	4	1	0	2	0	0	0	0	0	1	3	0	0	1	2
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__XBB1006;s__XBB1006 sp900115795	3	2	2	3	3	5	3	4	6	2	3	11	2	6	2	2	2	3	3	24	7	6	4	1	1	1	6	8	14	18	1	8	2	7	15	12	2	4	9	4	3	1	3	1	2	4	2	3	3	6	2	20	3	2	10	2	4	3	2	28	3	13	4	1	26	14
d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Psychrobacillus;s__Psychrobacillus psychrotolerans	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	2	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	2	1	1	1	0	0	1	1	0	0	0	2	1	1	0	1	1	0	0	1	1	2	0	1	2	2
d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio_R_446353;s__Desulfovibrio_R_446353 piger_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	16	0	0	0	1	0	0	13	0	7	43	20
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales_660879;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter bohemicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__XBD2001;s__XBD2001 sp900116395	6	3	3	2	3	8	4	4	6	2	3	4	3	6	1	3	2	4	3	16	6	3	5	3	1	1	4	9	7	9	3	6	1	7	9	8	2	3	5	4	5	2	3	0	2	1	1	2	3	5	3	10	1	3	10	1	5	3	2	14	4	10	5	2	22	9
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales_877923;f__Crocinitomicaceae;g__Lishizhenia;s__Lishizhenia tianjinensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio_A_168226;s__Butyrivibrio_A_168226 sp900116865	4	1	3	2	5	5	4	2	6	2	2	8	3	5	1	2	1	3	5	17	4	6	2	1	0	1	5	15	11	12	1	5	1	9	11	9	2	7	1	3	3	1	1	1	2	1	3	3	7	6	2	21	2	2	11	1	3	2	2	29	6	9	3	2	31	11
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio_A_168226;s__Butyrivibrio_A_168226 sp900116875	3	1	2	1	3	4	3	2	4	2	1	6	2	3	1	2	1	2	4	13	3	3	2	1	0	0	3	10	11	9	2	3	1	5	11	6	1	4	3	2	2	1	1	0	1	1	2	2	5	5	2	14	2	2	8	1	1	1	1	20	5	8	2	1	25	7
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900119285	1	1	0	0	1	0	0	0	0	0	1	0	1	1	0	1	0	1	0	0	1	1	1	2	0	1	0	0	0	1	0	1	1	0	0	0	1	0	1	1	1	0	1	0	1	0	1	1	0	1	2	0	1	2	0	0	2	0	2	1	1	2	1	4	2	3
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales_650611;f__Pseudomonadaceae;g__Pseudomonas_E_647464;s__Pseudomonas_E_647464 sp900156465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Tissierellales;f__Peptoniphilaceae;g__Levyella;s__	1	0	0	0	0	4	0	1	1	0	1	0	0	0	0	0	0	0	1	3	3	2	0	0	0	0	0	2	2	1	0	1	0	1	1	0	0	0	10	1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	2	0	0	3	0	3	0	1	1	1
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella phocaeensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	7	0	3	0	0	1	0	1	2	0	0	0	1	1	0	0	0	1	0	0	1	0	0	2	0	0	1	2
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Tissierellales;f__Peptoniphilaceae;g__Ezakiella;s__Ezakiella massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	34	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Tissierellales;f__Peptoniphilaceae;g__Khoudiadiopia;s__Khoudiadiopia massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	8	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	4	1	0	0	0	7	1	3	0	2	5	2	2	1	0	0	3	0	4	1	5
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Tissierellales;f__Peptoniphilaceae;g__Ndongobacter;s__Ndongobacter massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas_A_859426;s__Porphyromonas_A_859426 sp900120395	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	2	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	8	1	1	1	1	2	0	2	6	1	0	0	6	5	4	0	1	6	5	3	4	0	1	1	0	3	6	17
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Varibaculum;s__Varibaculum timonense_A	1	0	0	0	1	3	1	2	1	1	1	1	0	1	0	1	0	1	0	3	2	2	1	0	0	0	1	2	4	1	0	1	0	2	2	2	0	1	16	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	2	0	1	0	0	1	1
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_H;s__Bacteroides_H massiliensis	161	159	45	93	225	67	55	95	135	100	202	93	204	114	110	161	194	218	159	35	210	205	165	251	236	317	149	93	116	119	96	151	241	101	74	148	90	174	841	198	327	165	252	129	252	250	466	191	134	268	191	181	301	225	42	244	257	287	198	208	225	240	149	233	326	363
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales_595427;f__Burkholderiaceae_A_595427;g__Duodenibacillus;s__Duodenibacillus massiliensis	8	2	1	0	5	0	2	2	12	1	19	2	2	5	0	3	1	7	0	2	4	5	1	4	7	1	2	4	3	6	0	5	5	7	2	3	1	3	12	5	3	2	9	3	5	6	13	5	4	8	4	4	11	5	3	3	5	7	3	3	3	5	1	3	14	23
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Eubacteriales_258471;f__Alkalibacteraceae;g__Alkalibacter;s__Alkalibacter mobilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
